S
1	13
2	9
3	2
4	19
5	8
6	0
7	19
8	72
9	5
10	32
11	0
12	6
13	14
14	61
15	54
16	157
17	406
18	404
19	91
20	346
21	1750
22	15
23	7
24	39
25	43
26	356
27	306
28	2
29	6
30	5
31	20
32	8
33	22
34	47
35	7
36	15
37	18
38	36
39	5
40	11
41	92
42	27
43	132
44	485
45	387
46	2
47	102
48	80
49	136
50	12
51	27
52	78
53	80
54	124
55	34
56	9
57	5
58	17
59	0
60	1
61	13
62	1
63	0
64	44
65	19
66	38
67	226
68	183
69	269
70	16
71	101
72	47
73	3
74	8
75	177
76	30
77	102
78	7
79	1563
80	1
81	47
82	25
83	47
84	89
85	36
86	702
87	24
88	36
89	15
90	35
91	176
92	157
93	10
94	4
95	10
96	18
97	106
98	199
99	5
100	11
101	31
102	23
103	14
104	662
105	371
106	43
107	0
108	154
109	197
110	490
111	31
112	1096
113	90
114	302
115	17
116	1
117	6
118	5
119	72
120	238
121	1694
122	56
123	785
124	90
125	11
126	17
127	3
128	7
129	17
130	22
131	22
132	4
133	11
134	23
135	73
136	16
137	9
138	14
139	33
140	9
141	19
142	79
143	113
144	33
145	134
146	2
147	14
148	0
149	1
150	1
151	532
152	2193
153	82
154	20
155	5
156	25
157	189
158	306
159	2
160	112
161	391
162	80
163	4
164	4
165	147
166	115
167	6
168	12
169	49
170	135
171	144
172	21
173	100
174	1511
175	236
176	194
177	4
178	28
179	14
180	1
181	16
182	46
183	42
184	36
185	46
186	2
187	3
188	0
189	11
190	9
191	31
192	3
193	13
194	12
195	3
196	16
197	852
198	58
199	142
200	10
201	193
202	66
203	22
204	2
205	193
206	787
207	156
208	46
209	766
210	156
211	34
212	62
213	9
214	5
215	45
216	43
217	108
218	168
219	58
220	8
221	13
222	129
223	120
224	71
225	70
226	34
227	22
228	38
229	75
230	12
231	41
232	5
233	62
234	17
235	12
236	6
237	120
238	39
239	169
240	446
241	35
242	129
243	440
244	162
245	142
246	169
247	62
248	1
249	17
250	23
251	13
252	462
253	904
254	207
255	158
256	152
257	6
258	53
259	54
260	134
261	232
262	10
263	342
264	93
265	12
266	64
267	29
268	6
269	234
270	79
271	57
272	13
273	443
274	51
275	165
276	25
277	35
278	1167
279	35
280	124
281	155
282	276
283	47
284	110
285	578
286	55
287	5
288	38
289	168
290	5471
291	3498
292	54
293	27
294	15
295	58
296	13
297	3
298	28
299	8
300	455
301	8
302	17
303	4
304	306
305	33
306	80
307	360
308	50
309	80
310	91
311	97
312	29
313	406
314	251
315	129
316	2
317	7
318	162
319	385
320	2
321	1412
322	142
323	26
324	83
325	42
326	6
327	4
328	229
329	27
330	298
331	1076
332	114
333	44
334	55
335	289
336	58
337	31
338	117
339	146
340	1947
341	71
342	33
343	29
344	76
345	177
346	101
347	2
348	4
349	4
350	8
351	0
352	1
353	0
354	14
355	43
356	5
357	16
358	10
359	16
360	9
361	140
362	18
363	57
364	10
365	12
366	15
367	27
368	69
369	202
370	295
371	44
372	165
373	13
374	66
375	22
376	34
377	61
378	15
379	3
380	41
381	48
382	5
383	0
384	5
385	5
386	20
387	11
388	28
389	29
390	33
391	109
392	86
393	28
394	4
395	8
396	1
397	10
398	7
399	2
400	145
401	12
402	698
403	1480
404	2807
405	197
406	216
407	566
408	32
409	50
410	361
411	9
412	62
413	17
414	10
415	195
416	175
417	5
418	77
419	2065
420	2
421	1
422	2
423	60
424	61
425	25
426	386
427	248
428	85
429	405
430	923
431	422
432	3
433	1
434	21
435	1196
436	91
437	149
438	106
439	60
440	48
441	122
442	26
443	145
444	43
445	48
446	41
447	49
448	13
449	41
450	542
451	3
452	4
453	10
454	0
455	239
456	21
457	266
458	10
459	0
460	15
461	44
462	23
463	175
464	3
465	503
466	23684
467	97
468	8
469	28
470	15
471	40
472	75
473	16
474	0
475	2
476	4
477	0
478	11
479	213
480	64
481	72
482	350
483	200
484	186
485	848
486	160
487	197
488	121
489	76
490	162
491	4
492	4
493	5
494	45
495	161
496	228
497	206
498	167
499	255
500	1305
501	9
502	155
503	567
504	123
505	20
506	18
507	32
508	241
509	3
510	2
511	143
512	106
513	18
514	17
515	367
516	565
517	917
518	175
519	339
520	23
521	58
522	142
523	617
524	35
525	61
526	1244
527	10
528	2
529	85
530	17
531	29
532	5
533	13
534	107
535	4
536	8
537	9
538	120
539	94
540	184
541	548
542	31
543	22
544	113
545	2
546	9
547	228
548	119
549	2
550	108
551	2
552	6
553	122
554	15
555	0
556	143
557	32
558	49
559	5
560	49
561	63
562	605
563	122
564	605
565	12
566	13
567	35
568	25
569	4
570	7
571	4
572	215
573	73
574	55
575	195
576	66
577	36
578	42
579	37
580	27
581	6
582	1
583	55
584	23
585	87
586	35
587	14
588	7
589	14
590	8
591	56
592	10
593	12
594	26
595	14
596	8
597	65
598	5
599	653
600	368
601	94
602	267
603	99
604	6
605	1
606	31
607	65
608	2
609	11
610	21
611	470
612	3
613	58
614	15
615	86
616	520
617	24
618	19
619	8
620	5
621	155
622	2
623	368
624	51
625	192
626	980
627	1552
628	36
629	125
630	69
631	157
632	5
633	135
634	75
635	57
636	24
637	174
638	5
639	9
640	127
641	228
642	75
643	24
644	147
645	85
646	3
647	63
648	115
649	26
650	58
651	113
652	0
653	4
654	1
655	0
656	1
657	5
658	6
659	69
660	135
661	16
662	679
663	132
664	139
665	51
666	131
667	41
668	155
669	159
670	0
671	5
672	13
673	3
674	0
675	86
676	0
677	58
678	84
679	38
680	11
681	7
682	1
683	4
684	1
685	0
686	6
687	567
688	5
689	1
690	10
691	3
692	73
693	230
694	73
695	65
696	20
697	79
698	92
699	495
700	50
701	1385
702	383
703	272
704	740
705	10
706	6
707	18
708	11
709	57
710	7
711	36
712	0
713	23
714	247
715	26
716	769
717	23
718	1
719	156
720	30
721	6
722	3
723	193
724	327
725	412
726	54
727	51
728	309
729	15
730	8
731	1
732	1
733	3
734	201
735	178
736	246
737	20
738	18
739	612
740	19
741	224
742	477
743	1285
744	14
745	540
746	80
747	16
748	20
749	10
750	21
751	5
752	32
753	1
754	829
755	79
756	435
757	64
758	177
759	367
760	294
761	16
762	6
763	316
764	365
765	724
766	425
767	60
768	1
769	130
770	16
771	17
772	179
773	37
774	64
775	79
776	185
777	2
778	136
779	0
780	395
781	53
782	9
783	5
784	18
785	10
786	18
787	41
788	18
789	553
790	41
791	11
792	41
793	11
794	42
795	23
796	10
797	30
798	104
799	15
800	163
801	2041
802	52
803	252
804	70
805	87
806	71
807	84
808	16
809	83
810	889
811	13
812	65
813	31
814	5
815	181
816	6
817	5
818	8
819	30
820	5
821	8
822	4
823	13
824	82
825	82
826	7
827	220
828	41
829	47
830	133
831	902
832	252
833	570
834	90
835	153
836	610
837	154
838	51
839	2
840	76
841	35
842	118
843	90
844	10
845	11
846	164
847	0
848	5
849	3
850	115
851	3
852	131
853	63
854	186
855	559
856	6
857	337
858	10
859	582
860	5
861	24
862	126
863	23
864	569
865	1608
866	59
867	54
868	10
869	14
870	139
871	7
872	10
873	1
874	484
875	256
876	1267
877	45
878	9
879	942
