S
1	4
2	1
3	1
4	7
5	6
6	1
7	8
8	29
9	5
10	16
11	0
12	10
13	22
14	52
15	38
16	106
17	467
18	388
19	99
20	296
21	1090
22	2
23	7
24	12
25	25
26	203
27	229
28	0
29	1
30	1
31	5
32	9
33	17
34	33
35	2
36	17
37	15
38	19
39	4
40	8
41	56
42	18
43	72
44	275
45	254
46	0
47	65
48	75
49	99
50	2
51	14
52	78
53	42
54	93
55	16
56	3
57	4
58	4
59	1
60	0
61	4
62	2
63	0
64	18
65	26
66	31
67	127
68	97
69	203
70	6
71	76
72	25
73	0
74	6
75	154
76	27
77	71
78	6
79	1468
80	3
81	16
82	11
83	23
84	42
85	7
86	412
87	17
88	32
89	7
90	19
91	94
92	85
93	5
94	3
95	0
96	3
97	62
98	84
99	6
100	5
101	14
102	8
103	10
104	588
105	285
106	33
107	1
108	88
109	66
110	368
111	20
112	476
113	71
114	132
115	10
116	1
117	6
118	1
119	91
120	239
121	1009
122	46
123	561
124	91
125	7
126	6
127	5
128	11
129	13
130	11
131	16
132	2
133	6
134	9
135	43
136	22
137	6
138	6
139	15
140	6
141	8
142	51
143	55
144	29
145	70
146	1
147	16
148	0
149	0
150	0
151	276
152	1530
153	43
154	6
155	2
156	14
157	98
158	155
159	0
160	71
161	203
162	74
163	2
164	3
165	50
166	90
167	5
168	7
169	38
170	90
171	90
172	20
173	46
174	1105
175	167
176	155
177	1
178	14
179	11
180	0
181	10
182	31
183	29
184	17
185	25
186	0
187	1
188	0
189	6
190	9
191	18
192	0
193	7
194	5
195	1
196	11
197	456
198	13
199	64
200	5
201	155
202	44
203	8
204	0
205	155
206	555
207	160
208	29
209	542
210	160
211	30
212	31
213	1
214	2
215	20
216	38
217	71
218	98
219	36
220	7
221	7
222	142
223	96
224	56
225	37
226	9
227	13
228	18
229	48
230	10
231	33
232	1
233	30
234	14
235	11
236	7
237	93
238	33
239	87
240	273
241	29
242	97
243	201
244	70
245	86
246	145
247	48
248	0
249	9
250	6
251	9
252	347
253	756
254	181
255	117
256	88
257	7
258	47
259	40
260	99
261	157
262	6
263	280
264	60
265	6
266	59
267	17
268	0
269	140
270	46
271	49
272	7
273	365
274	40
275	100
276	10
277	21
278	749
279	29
280	73
281	51
282	157
283	27
284	79
285	274
286	36
287	2
288	37
289	100
290	3393
291	2203
292	25
293	19
294	7
295	55
296	9
297	2
298	7
299	7
300	230
301	5
302	11
303	0
304	242
305	41
306	80
307	133
308	11
309	43
310	50
311	66
312	19
313	326
314	226
315	113
316	0
317	7
318	77
319	240
320	1
321	738
322	89
323	14
324	61
325	34
326	1
327	1
328	180
329	24
330	249
331	734
332	103
333	28
334	45
335	142
336	38
337	17
338	80
339	58
340	1306
341	73
342	33
343	20
344	36
345	129
346	124
347	0
348	1
349	3
350	3
351	0
352	0
353	0
354	4
355	25
356	5
357	2
358	3
359	5
360	4
361	162
362	15
363	38
364	4
365	2
366	14
367	21
368	40
369	157
370	231
371	33
372	76
373	6
374	35
375	6
376	18
377	21
378	2
379	0
380	34
381	36
382	4
383	0
384	6
385	3
386	10
387	7
388	11
389	17
390	26
391	51
392	49
393	21
394	0
395	9
396	0
397	4
398	1
399	4
400	107
401	9
402	502
403	899
404	1569
405	178
406	135
407	324
408	33
409	22
410	277
411	12
412	53
413	20
414	1
415	149
416	124
417	1
418	64
419	1575
420	0
421	2
422	0
423	33
424	54
425	27
426	247
427	187
428	68
429	185
430	389
431	260
432	0
433	0
434	12
435	1235
436	76
437	82
438	84
439	26
440	36
441	71
442	18
443	61
444	38
445	30
446	29
447	21
448	3
449	21
450	250
451	5
452	4
453	5
454	0
455	218
456	15
457	201
458	3
459	2
460	5
461	23
462	11
463	106
464	0
465	454
466	15807
467	54
468	5
469	9
470	6
471	21
472	38
473	9
474	0
475	5
476	1
477	1
478	3
479	112
480	44
481	32
482	243
483	216
484	169
485	707
486	178
487	145
488	89
489	58
490	118
491	3
492	1
493	4
494	18
495	119
496	141
497	181
498	130
499	258
500	908
501	13
502	133
503	376
504	130
505	9
506	11
507	18
508	214
509	1
510	0
511	98
512	73
513	14
514	17
515	356
516	477
517	574
518	173
519	280
520	23
521	71
522	94
523	424
524	26
525	47
526	1139
527	9
528	0
529	58
530	5
531	18
532	1
533	12
534	63
535	0
536	8
537	1
538	88
539	73
540	107
541	344
542	16
543	15
544	54
545	3
546	1
547	200
548	78
549	5
550	50
551	0
552	4
553	75
554	8
555	0
556	143
557	26
558	38
