S1	S2	S3
0	0	0
72	85	56
9	10	6
0	0	0
183	164	169
277	254	206
62	49	48
123	87	70
56	43	44
38	36	38
338	291	231
58	72	51
62	60	46
16	16	10
1	0	1
219	156	118
147	144	117
32	28	27
866	745	595
594	580	492
240	202	199
540	523	448
315	268	222
105	74	89
64	40	41
103	85	70
151	149	96
40	35	30
166	156	137
23	26	24
39	27	34
61	57	52
25	29	29
365	404	331
0	3	3
1	3	2
9	5	6
15	18	16
2	3	3
6	3	4
0	0	0
1	1	0
8	2	5
16	22	16
90	67	68
301	259	228
187	199	134
17	10	9
2	3	5
2	0	0
2	2	5
3	3	1
158	135	91
1	2	0
239	236	222
648	610	508
20	21	16
17	27	26
248	220	226
36	32	33
212	180	165
7	2	2
2	2	1
36	38	32
387	297	254
27	24	33
9	5	12
44	41	33
11	6	11
7	13	13
11	15	9
31	39	40
55	38	47
14	13	14
19	14	10
1893	1810	1511
485	438	405
41	37	26
10	12	8
34	31	39
61	76	63
124	113	82
0	1	2
2	2	0
8	15	4
30	24	24
114	91	79
11	19	6
2	6	3
1755	1678	1463
571	577	553
753	647	504
1924	1754	1459
26	24	24
172	158	137
3496	3242	2654
91	121	106
46	46	35
78	96	88
48	51	36
68	60	46
154	121	104
15	15	9
78	53	59
234	248	245
155	140	139
19	11	9
8	6	6
15	13	14
34	16	12
91	124	84
39	39	35
69	68	65
62	57	70
36	38	34
78	80	62
34	39	22
80	90	66
126	116	95
23	21	16
125	100	77
32	29	31
52	70	59
103	79	92
10	17	14
13	18	18
37	38	38
42	26	25
166	169	136
160	144	109
96	84	75
69	75	51
1	1	3
216	207	200
804	730	585
38	37	42
142	102	93
117	99	73
30	32	31
98	101	106
27	28	23
858	821	720
778	770	706
15	20	17
3	4	4
5	8	8
1	3	2
37	49	36
3	2	3
3	3	4
8	12	7
4	6	13
11	19	14
326	327	264
310	261	203
344	311	249
2	3	4
221	196	154
135	106	73
149	140	103
45	52	36
6	5	7
27	27	16
404	367	315
322	241	204
372	287	249
24	16	9
18	21	12
37	33	22
7	5	7
27	27	17
969	1045	1043
40	50	43
121	82	58
18	15	26
100	102	71
1	0	0
8	8	11
8	10	6
9	9	3
3	5	3
17	17	12
13	8	4
102	86	76
182	183	134
19	18	11
7	10	10
4	5	3
41	45	32
14	24	8
58	59	64
27	33	30
18	18	16
9	2	3
147	164	135
3	1	1
3	1	4
245	262	215
211	215	175
256	271	224
196	209	160
20	13	14
19	16	13
137	122	112
57	42	38
25	22	17
12	21	13
35	25	23
5	2	2
33	52	34
49	56	41
166	179	146
273	286	216
403	389	308
57	43	40
24	28	27
5	7	1
41	47	55
30	38	41
31	39	30
44	32	22
2	1	2
11	19	8
27	17	10
13	16	6
211	177	129
270	240	211
18	23	18
107	98	83
77	55	44
33	27	27
335	373	315
49	43	52
26	18	17
12	17	7
16	6	11
6	6	5
40	60	53
21	25	18
87	80	68
65	64	86
15	12	8
24	13	16
1	5	2
20	19	21
1	4	1
6	6	1
150	143	114
16	12	6
4	4	3
10	8	7
1	2	1
42	56	47
134	128	108
16	21	13
17	18	12
211	181	151
914	699	628
153	153	132
296	252	222
522	455	465
33	40	39
149	137	123
317	297	255
7	4	7
714	663	597
386	340	277
10	9	10
32	26	20
6	9	3
1	2	2
7	6	3
2	0	0
11	19	7
32	23	19
18	11	14
83	60	45
103	78	83
13	8	7
4	2	3
6	8	6
10	3	7
11	11	6
11	20	25
877	907	735
209	184	132
12	8	11
219	175	186
310	309	243
4	6	5
38	29	27
126	85	77
847	824	838
0	0	0
51	52	46
9	12	9
3	5	4
28	18	8
17	6	6
56	48	45
5	2	3
166	113	120
217	206	171
323	327	314
312	430	396
1	1	1
34	34	32
14	15	14
1	0	1
7	5	8
10	18	9
5	2	5
3	2	8
7	5	3
5	2	1
3	4	0
2	0	1
1155	1274	1132
11	16	13
0	0	4
11	16	13
12	7	12
2	2	3
82	95	53
63	50	58
99	92	76
60	65	47
45	34	32
491	464	408
3251	2974	2490
33	17	32
70	34	47
59	59	51
21	19	17
34	32	17
44	49	32
5	6	6
2	7	3
7	5	3
5	6	6
2	7	3
6	7	13
7	6	3
2	2	2
2	2	3
1	0	0
6	7	6
8	4	4
6	9	3
57	52	44
32	38	28
64	56	39
8	10	8
15	14	15
17	10	15
37	39	20
44	49	60
90	88	73
82	71	85
35	39	35
3	4	6
13	8	3
7	6	3
15	12	15
2	2	0
123	126	101
44	31	24
8	11	6
23	21	23
23	28	13
0	0	0
23	25	29
13	6	1
9	4	5
27	25	21
0	0	1
61	59	57
310	318	268
14	17	10
208	171	145
20	10	10
30	49	29
25	20	17
93	76	77
57	42	35
4	2	2
4	4	1
10	10	11
0	1	3
7	0	2
359	350	280
9	3	3
7	8	4
133	146	119
118	135	116
8	16	14
42	54	40
18	7	7
15	4	16
15	16	13
11	9	4
16	11	13
6	3	2
646	677	559
298	322	242
9	8	5
189	156	135
1423	1437	1290
301	334	321
1352	1402	1202
448	439	387
73	83	84
7	15	5
75	62	56
12	8	7
418	372	312
3	2	5
216	198	178
1	2	3
92	111	85
101	114	104
398	359	295
424	432	365
650	756	644
605	636	533
618	600	602
6	5	5
287	238	212
382	434	369
210	237	194
30	24	27
234	275	200
11	8	10
29	28	16
16	20	23
466	449	394
6	5	1
6	5	2
69	50	50
4	6	3
256	223	179
466	449	394
8	5	7
16	16	15
2	2	2
13	13	3
125	117	106
42	35	43
20	13	19
563	560	493
16	21	17
139	150	106
12	6	5
40	27	21
98	121	92
1	0	0
4	2	4
5	3	4
29	34	40
9	10	7
46	26	20
59	66	48
11	16	8
7	12	8
36	57	54
193	185	166
7	6	10
7	6	4
54	58	57
337	357	264
9	9	8
18	8	10
3	5	2
7	6	1
3	1	4
4	7	9
4	3	4
97	68	74
605	534	486
963	928	709
3	2	9
127	108	94
288	297	259
0	0	4
2	1	2
3	2	6
24	29	28
8	11	10
11	9	12
14	12	10
38	43	42
47	54	28
103	90	75
20	23	25
31	45	44
28	34	25
6	6	8
199	186	132
142	137	103
35	43	25
265	268	208
172	183	149
65	84	65
4	8	7
34	28	30
428	341	287
14	18	16
28	25	18
432	421	349
107	99	68
253	270	230
33	30	22
3	1	7
3472	3820	3382
6	7	9
1031	986	783
161	153	125
67	45	67
77	97	71
11	12	12
38	30	27
364	345	268
114	109	79
24	29	25
3	4	1
9	4	5
176	188	164
58	55	60
117	79	67
9	6	8
9	15	15
168	170	139
76	65	59
599	654	540
818	819	664
1	4	0
3	2	3
3	6	2
1	1	2
66	60	51
2	2	0
142	121	118
51	47	50
8	8	8
38	27	28
156	156	104
77	57	58
4	4	3
10	5	6
306	308	229
63	81	54
438	400	337
139	140	118
30	32	19
25	21	16
5	7	5
216	166	140
18	13	16
0	1	1
7	4	1
4	3	8
8	7	4
20	12	7
63	53	55
18	17	24
16	19	23
35	37	33
3	6	6
1	2	5
3	0	0
16	13	14
974	999	836
119	105	105
450	426	397
36	46	31
23	28	15
63	58	58
47	72	39
351	300	252
0	4	4
382	405	407
317	347	259
449	453	385
13	12	9
51	48	40
430	431	385
395	356	298
50	52	57
265	265	232
6	8	5
13	11	10
211	181	135
239	218	195
86	75	93
108	127	106
174	211	214
115	116	107
109	130	96
35	43	29
24	28	25
528	524	441
149	136	99
428	397	347
70	73	57
245	226	213
32	30	23
65	91	69
111	121	94
122	130	91
37	31	29
25	21	19
208	212	203
125	104	84
75	76	70
46	46	33
14	12	9
168	153	175
1888	1713	1569
213	227	201
56	50	41
13	11	10
28	30	20
10	10	10
18	9	8
18	17	6
16	17	19
157	165	131
20	18	9
535	616	463
22	35	30
98	116	65
63	74	59
16	14	22
105	149	118
1	0	0
19	19	14
103	101	80
0	4	1
162	149	157
128	142	104
0	0	0
0	0	0
8	6	7
13	14	6
156	146	154
28	35	31
341	322	232
24	20	12
3	0	2
11	13	2
2220	2345	2171
737	914	748
11	14	12
139	101	89
5	3	9
50	49	56
12	13	13
233	223	177
38	48	47
14	9	20
175	169	142
77	102	81
83	84	67
7	6	7
30	35	24
55	46	46
30	21	18
302	330	294
77	70	71
246	225	181
42	40	34
11	10	9
151	145	102
12	5	6
60	61	68
11	10	8
4	3	2
6	5	3
477	423	418
255	246	239
49	30	33
5	6	5
82	75	75
10	5	13
8	8	5
1552	1429	1307
93	90	88
147	126	115
81	82	57
3	4	2
219	260	280
108	124	103
107	74	72
1825	1884	1588
171	174	133
69	83	57
44	58	60
237	209	200
296	306	248
13	19	9
47	35	27
7	11	16
193	187	138
176	149	154
69	66	59
293	265	257
78	74	56
202	206	175
585	459	469
43	41	33
3135	3101	2769
7	5	1
112	126	99
245	280	225
133	137	125
54	31	20
247	229	259
46	41	39
673	649	589
327	365	278
293	316	258
210	210	201
194	194	182
3	3	1
198	186	131
64	69	51
348	357	331
6	14	12
59	56	56
32	35	19
169	185	145
24	31	32
6	6	4
5	7	10
11	22	12
9	14	9
986	918	777
1	8	3
7	15	5
7	6	3
6	16	17
2	3	1
1	1	3
0	1	3
22	7	13
5	5	6
3	1	1
1740	1639	1412
2295	2472	2178
161	172	169
150	128	121
20	25	34
231	194	170
258	276	208
39	34	28
4	4	3
14	10	11
37	27	41
66	54	49
33	52	41
42	57	34
221	242	215
609	487	404
206	207	158
783	750	674
44	49	27
39	29	19
35	37	52
126	127	113
1355	1317	1067
7	6	4
413	363	347
108	122	112
460	422	345
224	236	192
185	180	202
100	77	67
7	2	6
44	47	60
13	12	7
229	171	155
93	71	66
15	7	8
8	2	4
22	20	11
529	522	570
126	124	103
443	371	309
147	148	106
10	10	5
7	7	6
253	225	211
103	76	87
21	36	28
7	4	8
1	2	1
34	32	37
237	243	217
94	106	79
279	336	285
733	584	571
23	30	21
96	86	69
49	56	42
81	81	97
68	68	45
11	17	12
45	50	38
38	47	27
8	15	11
7	21	10
3	3	2
50	51	37
23	22	22
2	7	5
10	12	16
28	28	21
106	71	45
0	0	0
4	8	5
13	10	15
107	133	107
251	275	265
39	42	38
5	12	9
357	330	246
415	418	342
292	303	279
734	699	527
528	519	406
983	1091	990
942	1021	916
12	8	5
1020	882	837
42	37	49
41	42	49
75	78	58
55	51	54
20	13	12
86	73	56
24	9	7
80	96	85
68	76	65
15	20	19
105	112	80
89	109	88
0	0	0
39	42	33
10	3	3
0	3	0
2	2	2
7	4	3
7	11	10
17	24	17
41	34	24
33	25	23
27	22	21
36	37	21
25	21	18
163	159	131
204	207	182
36	33	27
15	7	17
12	12	18
33	20	20
88	85	61
117	136	125
31	51	48
37	28	30
47	66	61
314	271	256
4	0	3
39	44	28
4	3	3
257	235	188
387	363	291
72	87	76
261	257	182
6	7	1
0	0	0
16	23	15
33	38	22
87	66	64
11	8	6
40	40	28
139	139	108
41	53	46
1138	1128	1014
16	18	16
81	115	89
199	168	142
71	70	55
38	37	32
7	7	7
199	167	143
72	70	55
1	7	5
129	118	110
51	38	52
171	140	134
37	27	31
263	253	201
73	90	71
154	143	121
39	33	19
88	81	69
986	870	750
379	386	331
641	688	732
0	1	1
34	18	24
32	30	23
15	10	11
37	32	18
89	82	68
112	114	91
429	411	395
36	39	30
79	74	76
514	547	397
100	75	76
44	38	27
161	161	128
410	395	370
265	222	210
1282	1249	1028
81	83	67
82	58	53
183	144	163
49	39	31
9	8	12
12	10	4
28	26	16
9	9	6
54	47	30
1885	1671	1434
765	798	667
454	466	387
29	22	35
34	35	32
19	22	11
7026	6764	5988
346	396	335
88	75	55
76	81	55
67	54	39
101	63	62
69	97	81
19	19	19
301	323	277
21	22	22
62	42	48
37	27	25
423	378	297
15	16	11
380	393	360
30	29	32
19	8	14
4	2	3
20	30	22
93	105	70
35	45	32
151	115	105
76	63	36
16	18	10
73	48	42
19	16	13
311	263	227
94	70	62
188	160	140
16	7	10
535	560	546
247	207	178
4	4	6
1	1	3
9	12	15
3	5	5
5	5	4
12	5	6
5	4	4
282	316	245
20	22	18
1	1	7
108	82	62
32	26	24
20	20	14
51	42	44
18	19	20
22	18	19
6	6	7
33	36	30
49	35	30
371	284	261
81	82	77
7	9	1
326	281	247
29	39	22
578	510	473
158	127	145
11	14	10
35	25	35
2215	1783	1443
53	60	58
14	18	11
38	32	28
13	6	4
10	11	5
1	4	4
4	8	2
1	1	3
15	10	7
30	24	24
122	91	90
201	147	145
18	22	13
405	397	357
90	66	64
101	82	86
177	137	128
93	51	59
238	179	196
285	213	206
121	96	73
162	170	120
11	10	14
2	2	0
190	226	173
195	179	149
17	21	17
395	376	290
48	60	57
72	57	50
26	33	25
275	311	258
318	315	289
191	206	167
65	75	69
891	1000	1015
99	91	48
3	10	5
25	43	43
7	6	14
1	2	2
3	8	6
449	465	447
1	1	3
5	3	1
4	2	6
2	2	1
3	5	1
3	7	1
344	354	314
115	99	86
12	13	6
194	184	174
2	4	4
50	60	35
795	657	585
861	800	679
46	56	41
12	8	10
356	326	278
9	15	6
50	44	55
29	35	27
60	63	42
78	69	40
0	0	0
3	2	5
30	46	23
38	27	25
33	29	21
146	120	98
39	39	29
316	272	273
110	111	123
11	6	4
381	322	308
169	187	215
159	170	166
327	339	286
241	252	234
1	3	5
4	4	5
3	4	4
5	6	4
25	28	25
28	45	30
109	77	82
692	575	497
374	389	330
38	47	38
149	128	118
269	233	170
3	5	3
12	6	3
79	62	52
19	20	23
3	2	0
6	11	7
43	35	34
3	1	2
5	7	3
129	108	91
54	61	53
60	52	36
397	345	275
855	695	594
162	170	134
63	63	51
41	46	35
100	86	73
73	81	63
72	83	48
0	0	0
5	4	3
33	31	27
132	113	105
63	41	34
211	176	190
73	45	46
32	30	20
64	63	53
79	71	58
98	93	85
98	93	85
35	34	28
54	66	67
6	11	7
470	439	335
371	445	417
2050	2190	1880
426	373	327
35	46	24
1396	1175	1147
845	914	879
870	980	892
78	77	81
2484	2414	1940
204	133	148
415	407	406
618	642	576
1444	1471	1430
160	134	106
46	58	39
276	264	225
19	20	13
49	38	20
9	8	11
629	622	537
4	5	0
15	17	8
19	18	22
14	13	9
15	14	22
321	339	292
527	523	408
195	140	159
718	653	534
13	10	10
309	256	219
99	109	90
63	65	45
8	3	4
15	10	12
627	538	470
114	127	110
359	397	327
320	312	289
11	18	14
9	13	5
7	9	2
5	3	5
28	20	24
166	150	135
565	617	582
0	1	2
1	2	3
4	5	2
0	2	1
1	2	1
4	0	1
1	1	0
1	1	1
4	2	5
17	8	7
3	2	0
1	0	0
3	6	1
24	14	21
26	12	17
23	17	13
12	7	9
8	6	8
3	6	2
40	33	29
5	3	7
1866	1755	1756
1307	1306	1311
557	620	570
1711	1813	1578
72	94	78
831	1029	855
446	535	428
116	113	78
63	55	44
31	44	45
414	450	431
37	43	37
198	206	184
11	16	10
10	14	8
1510	1297	1256
1009	1039	995
1388	1733	1563
6	5	3
1556	1893	1783
6691	6716	6109
671	666	617
17	16	12
642	565	470
107	91	92
506	427	336
871	796	641
440	486	393
46	61	37
2	6	4
0	1	0
375	319	299
200	177	167
872	770	651
783	754	607
282	320	274
1247	1245	991
195	200	205
11	13	11
42	37	50
22	17	14
30	36	28
101	90	109
568	602	521
17	10	20
220	206	185
499	544	506
10	19	19
46	40	51
128	126	87
148	143	126
29	25	13
183	139	107
78	65	46
13	10	21
467	437	353
58	56	48
20	12	10
3	3	7
115	96	113
77	78	82
9	13	6
121	92	81
18	23	26
37	29	31
60	63	54
187	145	136
62	50	45
72	73	67
178	176	121
108	105	86
1965	2014	1892
199	250	185
179	218	162
127	121	103
384	378	337
23	14	22
19	23	22
43	47	36
74	91	91
232	246	226
360	430	406
24	21	22
102	99	73
108	118	112
89	76	55
1389	1131	944
129	121	123
1811	1546	1271
110	101	72
534	468	405
610	522	431
223	231	213
55	70	74
1013	995	840
3177	2957	2677
691	614	630
21	21	15
23	28	13
404	381	299
64	73	68
336	344	278
2	1	1
5	5	2
54	52	47
18	15	16
4192	4869	4347
3987	4519	3921
