S1	S2	S3
125	111	91
29	38	43
346	280	235
39	18	12
7	5	6
15	11	12
3	5	3
22	12	12
19	14	7
5	14	2
0	0	0
1	1	0
56	63	54
37	22	16
5	8	9
3	3	3
13	7	7
18	9	18
29	25	26
13	11	10
90	82	64
47	56	42
15	6	11
6	5	10
8	3	3
1	0	1
0	0	0
1	0	0
2	1	0
0	0	1
459	450	390
169	166	134
0	0	0
1	1	1
0	0	0
5	2	8
104	133	102
178	194	175
100	78	67
155	121	119
47	54	45
21	21	19
387	415	271
93	71	60
175	187	172
304	276	282
53	76	48
1	0	0
5	12	8
47	35	32
109	66	69
68	73	60
167	197	179
220	222	198
18	18	18
555	576	498
18	17	11
203	205	155
97	101	91
1	0	0
2	0	0
1	0	0
15	5	7
1	2	1
3	2	6
28	25	27
3632	3397	3071
10	6	8
24	27	13
6	0	2
25	30	32
13	15	10
3	2	2
0	1	1
236	206	181
35	38	31
289	259	220
79	82	77
0	0	0
27	33	22
10	12	12
6	9	5
56	56	52
485	437	343
509	561	431
111	117	93
72	68	53
1353	1157	1145
89	80	79
35	33	28
123	128	94
0	1	2
2	1	0
5	8	12
6	8	3
0	2	3
11	2	6
226	213	183
289	284	243
10	14	7
22	19	13
13	24	21
210	202	142
2	1	3
33	29	21
349	394	326
526	555	435
517	587	502
361	283	230
294	250	216
87	87	67
56	77	54
14	12	6
11	12	3
1	1	1
32	27	19
31	31	33
8	5	3
104	76	51
195	146	138
52	31	27
183	151	128
50	51	38
12	11	12
12	13	4
2	1	0
198	226	219
3	0	3
13	16	12
27	40	30
56	58	66
336	382	307
22	17	9
19	18	10
16	21	9
749	681	513
0	0	0
4	0	3
1	0	1
53	41	34
722	746	650
5	3	1
26	30	27
8	5	4
31	25	20
7	5	4
2	2	3
144	114	101
4	1	2
17	12	13
78	73	76
150	143	121
27	25	23
48	39	45
15	8	9
17	19	16
7	3	5
30	28	23
9	15	4
4	5	2
23	19	14
27	26	23
3	2	1
1	1	1
1	0	1
261	223	210
13	10	15
5	5	2
232	225	189
49	55	50
16	21	18
136	112	87
373	300	269
157	150	118
9	4	4
5	5	3
4	9	0
585	524	433
458	412	361
131	141	110
3	1	1
5	5	5
1	0	0
110	114	111
53	52	54
205	192	138
120	103	89
1567	1622	1384
4	1	0
55	53	54
315	357	337
6	6	4
3	1	3
334	304	242
58	49	35
63	73	45
2370	2200	1849
40	53	45
152	139	103
2	1	2
263	267	253
1	3	11
13	8	16
11	12	8
152	127	111
12	17	16
218	247	211
106	114	101
839	843	707
6084	5349	4816
12	18	3
14	14	9
50	56	34
335	261	220
65	70	78
199	199	162
254	257	210
277	237	247
298	315	290
109	81	77
50	47	37
13	17	8
623	519	435
36	29	28
253	241	213
206	210	187
2	3	2
1	1	0
6	3	2
0	0	3
45	58	69
1452	1276	1032
14	7	5
20	19	29
71	75	65
25	18	22
134	115	127
94	71	57
36	43	31
10	8	12
2	2	6
728	879	781
3985	3653	3267
1424	1549	1527
368	408	379
549	577	559
50	45	34
57	47	35
8	3	2
98	95	59
338	376	362
459	380	327
9	9	8
83	91	62
102	88	79
34	20	19
20	19	18
115	113	95
26	22	16
14	11	14
3	3	1
30	29	23
33	33	29
1	1	2
9	5	9
0	7	1
5	4	0
37	35	29
7	7	5
54	28	31
7	5	2
14	14	9
11	7	7
623	586	523
85	93	80
26	20	19
101	76	54
3	3	2
99	97	74
37	31	29
836	832	641
396	437	370
349	364	317
402	460	372
15	14	14
148	153	111
71	63	63
17	29	30
100	103	89
291	270	241
153	128	115
246	289	236
509	512	472
78	101	86
27	27	26
14	10	6
21	12	10
3	5	3
26	35	28
88	86	70
9	9	5
45	33	18
33	31	36
36	42	39
200	197	157
154	160	134
108	95	84
130	101	87
7	11	7
5	10	9
1	5	2
51	51	33
178	147	131
35	25	24
5	10	10
53	43	41
129	101	81
64	43	25
561	414	331
110	86	77
78	82	56
37	49	30
58	72	53
46	42	38
43	37	41
94	101	92
46	42	30
1327	1428	1311
17	17	6
12	7	8
31	42	41
74	34	45
3	1	2
6	7	8
5	7	6
19	16	11
9	14	20
3	2	3
6	5	6
4	5	3
29	13	19
10	5	5
58	55	59
25	43	36
77	66	39
405	335	263
235	195	179
44	30	27
1528	1420	1169
270	222	204
3	4	3
3	2	3
4	7	6
9	18	22
11	24	21
25	33	24
235	202	166
49	53	41
16	20	17
274	259	183
31	25	31
289	272	255
5	2	0
57	49	33
30	22	18
7	4	5
6	13	9
5	12	9
2	1	2
13	26	13
18	23	16
138	129	94
13	8	11
58	37	23
26	31	16
21	24	26
5	9	5
17	11	10
369	307	285
180	137	126
75	44	43
164	144	121
34	34	33
83	63	46
13	14	15
12	12	19
11	3	20
3	4	3
11	1	7
21	16	22
33	19	17
31	24	27
45	41	37
15	12	14
231	199	179
77	61	56
60	66	41
49	47	37
14	17	9
9	4	2
0	2	3
74	55	53
22	20	21
16	3	5
55	33	24
7	4	3
3	3	3
77	57	42
0	1	1
0	0	3
11	12	9
65	43	32
13	18	18
7	13	8
19	20	13
2	7	2
584	499	376
61	49	36
82	60	43
96	108	82
9	16	12
45	34	43
61	49	52
1	0	3
5	6	7
4	4	3
1	3	1
3	1	5
2	5	2
3	3	1
5	2	3
5	6	2
12	18	8
12	17	11
85	86	57
65	76	40
2	4	1
14	11	14
66	65	83
63	69	49
86	76	72
5	11	5
95	101	78
29	23	14
56	38	40
245	232	202
107	72	60
88	73	77
799	889	821
948	984	898
58	46	24
6	3	4
7	11	11
103	102	100
4	10	14
103	83	68
81	57	45
97	81	55
17	12	11
9	15	14
62	68	62
264	258	239
2	3	7
4	3	1
0	0	0
1	2	3
6	3	3
165	186	159
31	16	22
36	47	29
0	0	0
38	41	32
82	73	57
106	70	62
25	19	13
8	1	2
7	8	4
21	16	13
0	1	1
465	350	261
270	248	225
141	136	115
225	184	138
29	19	19
321	289	200
33	22	16
74	77	39
129	132	76
26	21	15
31	40	33
96	78	55
210	190	156
4	8	6
27	33	17
42	43	47
4	4	8
2	2	0
68	83	68
112	126	96
10	8	10
13	10	7
6	3	4
76	51	38
230	201	146
39	48	38
221	198	163
8	13	6
18	21	30
166	153	151
91	98	96
9	3	3
40	25	31
1944	2164	1870
12	9	11
0	2	3
8	12	4
37	42	39
248	266	176
19	24	19
243	176	194
94	83	62
150	186	149
164	172	129
12	10	12
30	22	19
10	16	17
26	11	13
20	21	17
375	318	254
97	116	109
127	134	101
117	105	83
243	230	206
84	89	62
28	27	16
93	91	78
246	211	179
347	313	248
31	26	33
23	30	34
369	354	282
179	163	128
224	192	171
931	833	653
44	54	36
47	36	34
415	336	300
2	4	7
10	14	14
23	22	20
1488	1357	1127
7	9	4
15	11	9
43	38	29
2	2	4
187	221	222
91	82	90
100	89	58
153	120	100
143	128	108
11	12	13
52	51	41
21	14	9
365	319	289
31	30	23
42	34	32
8	2	3
15	5	7
3	1	1
3	2	3
8	6	10
19	18	12
22	23	18
0	0	0
211	229	164
5	3	1
10	5	11
31	27	17
11	8	8
2	8	5
11	6	6
1	2	1
11	5	11
2042	2132	1889
0	0	0
165	176	176
661	679	603
267	209	194
374	315	310
176	190	174
1491	1543	1315
300	261	225
833	844	823
120	130	113
1201	1247	1121
222	198	149
5	5	5
169	138	127
7	7	3
327	296	220
558	446	357
71	79	66
107	86	82
140	101	91
404	318	281
403	321	301
83	69	70
341	242	221
9	5	12
99	80	86
4	9	3
314	202	248
10	8	7
209	245	257
75	61	60
967	924	758
92	110	87
46	45	43
26	21	16
5	7	7
7	9	8
3	3	9
191	147	122
123	115	77
2	4	4
126	113	89
18	30	17
44	45	32
36	29	31
1091	918	735
85	62	68
32	32	44
176	152	123
72	66	68
588	513	472
58	62	59
4	3	5
127	116	86
313	354	333
100	84	93
43	48	43
211	248	192
104	99	81
195	222	201
315	291	236
602	515	444
151	143	120
62	70	67
330	287	229
0	2	0
18	15	20
50	39	27
17	10	6
556	466	379
175	133	87
442	458	406
27	37	27
20	22	21
248	191	177
69	61	57
62	64	59
33	37	19
143	152	144
189	182	142
14	19	7
87	61	56
52	68	73
181	153	123
167	170	144
188	185	171
1132	1011	830
76	86	51
318	256	204
26	27	22
19	16	7
25	18	9
119	118	76
102	110	87
104	88	81
53	50	49
20	20	21
76	68	45
100	113	106
29	34	36
202	175	140
56	58	50
83	75	57
36	24	27
21	25	16
5	5	5
19	18	20
3	9	5
12	7	7
0	3	2
3	4	6
44	35	23
63	59	35
12	6	9
49	54	49
11	11	11
31	36	22
189	175	129
91	80	82
91	82	74
83	55	69
18	25	11
50	37	22
83	53	59
68	65	73
3	5	2
144	155	126
50	50	48
52	42	41
3	1	3
4	1	2
71	74	57
23	27	20
8	6	6
306	263	207
223	172	152
8	13	8
542	534	450
66	56	40
45	62	50
6	2	4
7	11	5
6	1	9
15	11	5
11	17	5
23	22	12
13	10	6
31	23	24
2	4	0
32	25	25
10	5	9
68	59	54
22	19	16
39	35	44
130	90	120
4	12	10
43	39	27
22	23	17
0	0	0
158	139	119
48	29	27
33	46	29
25	17	17
4	0	0
3	3	4
4	4	3
1	0	3
82	73	66
7	2	5
74	70	58
36	39	28
3	3	5
11	10	5
67	73	47
84	91	84
128	128	106
4	5	4
9	9	5
11	11	18
166	147	110
47	47	31
8	13	7
427	366	314
170	145	105
2	3	5
2	10	4
80	66	77
200	149	130
5	3	0
47	44	28
23	25	19
96	97	80
3	3	1
13	13	18
237	211	188
6	4	3
2	2	1
2	0	0
57	51	40
8	11	3
21	17	10
22	17	17
31	28	20
17	17	19
165	134	94
758	620	557
5	9	6
21	13	21
86	82	65
55	36	32
5	1	3
17	6	11
67	52	59
0	0	0
11	22	10
42	34	31
9	2	5
156	119	111
238	270	231
3	3	2
40	59	48
55	51	58
161	133	142
26	33	42
110	135	92
199	186	195
6	11	17
36	29	26
652	572	565
210	140	148
11	9	6
22	26	20
4	3	4
796	887	755
430	425	447
7	1	4
0	0	1
36	30	18
476	479	444
320	283	270
111	122	98
9	5	8
33	23	23
100	100	85
74	81	44
96	81	56
5	4	4
8	7	4
48	38	43
52	56	35
15	29	15
18	21	21
28	20	21
27	17	18
22	21	13
43	34	31
12	18	8
68	75	53
22	29	23
5	10	6
1099	1204	976
128	134	125
373	361	299
101	120	115
19	10	9
35	22	25
10	8	7
26	16	13
257	213	190
83	90	65
143	165	105
348	357	267
4	5	1
552	466	398
617	506	479
57	41	38
462	362	373
158	140	99
7	9	3
38	31	36
9	5	8
8	6	12
24	21	22
1567	1832	1618
479	470	384
136	99	89
10	10	15
46	39	38
290	233	227
87	78	54
229	200	221
214	189	172
38	26	18
286	283	222
121	93	82
99	85	95
55	39	47
555	465	398
395	400	364
10	9	19
1254	1192	995
654	727	640
352	434	405
42	50	27
8	7	8
163	203	132
67	54	47
3	1	2
1	1	0
102	109	75
186	179	141
202	202	163
60	40	42
18	17	14
23	12	18
229	249	180
30	28	28
202	202	163
63	42	46
19	16	14
229	251	180
31	29	29
146	178	153
1322	1360	1098
96	131	110
20	18	11
8	7	8
382	403	354
1024	919	801
225	265	244
264	306	210
50	55	39
9	11	3
310	313	235
262	280	242
602	534	540
12	5	7
24	11	10
6	4	4
11	21	15
1	1	1
6	1	0
11	21	14
1	3	2
14	21	15
3	4	5
4	1	6
13	5	7
11	19	12
2	4	1
6	6	2
11	21	15
7	5	5
24	13	12
18	31	15
11	11	10
11	19	12
0	1	2
3	5	4
11	21	14
14	21	15
4	6	7
11	19	13
21	14	8
10	12	9
44	36	37
8	5	5
11	21	15
5	3	4
6	7	2
10	8	14
11	21	15
3	6	6
0	2	3
6	7	11
1	0	0
14	22	15
0	0	0
0	1	0
0	1	0
11	21	15
6	5	4
9	7	7
6	3	3
11	21	15
0	3	2
8	5	3
12	15	7
8	7	2
9	7	8
13	9	12
11	21	15
64	44	53
108	91	88
9	10	7
5	1	2
13	3	3
2	0	1
726	586	524
135	82	96
33	17	15
4	9	4
89	74	54
3	6	2
9	9	9
10	19	6
16	10	9
35	33	21
21	23	17
1	1	2
8	7	4
47	44	33
23	18	12
8	8	8
13	13	4
36	30	24
21	14	14
20	11	12
17	9	10
10	15	6
4	9	2
14	11	15
23	22	24
12	5	8
3	3	5
5	7	2
28	25	17
5	3	3
54	50	37
38	22	16
10	10	9
11	14	10
26	26	30
13	16	8
69	58	45
6	8	5
9	0	4
19	24	20
2	0	0
24	22	21
30	23	27
60	35	39
5	9	6
5	1	3
25	26	18
3	1	3
4	1	1
21	21	14
26	29	19
26	29	19
0	0	1
28	31	21
5	7	7
17	13	14
3	11	9
22	22	14
1	3	1
1	0	0
4	1	2
2	2	2
25	26	18
4	1	2
25	26	18
2	2	2
26	29	19
27	29	19
11	8	7
3	5	5
26	29	19
11	8	7
3	5	5
26	29	19
1	4	3
26	29	19
26	29	19
26	29	19
1	1	1
2	0	1
26	29	19
27	29	19
26	29	19
27	29	19
174	158	105
194	187	149
22	22	14
22	22	14
2	0	1
1	1	0
5	4	1
1	2	0
26	29	19
21	15	31
60	72	55
54	53	59
33	30	33
3	0	1
5	1	5
6	4	3
19	14	12
2	1	2
0	0	0
70	58	38
125	115	97
47	51	37
29	24	23
111	101	112
149	168	144
272	206	163
1	0	3
16	18	10
170	185	162
22	18	22
113	122	88
51	34	34
7	9	4
112	100	80
129	130	131
3	8	12
168	141	129
289	278	240
121	109	103
3	11	4
11	6	9
22	27	19
6	10	7
6	4	4
9	3	4
3	3	4
328	292	205
141	105	101
63	59	48
13	10	7
290	288	237
322	290	256
95	103	91
459	402	337
407	459	400
498	419	368
519	515	441
700	690	589
1891	1645	1339
145	131	125
848	814	666
110	115	101
107	145	106
106	120	96
1422	1483	1223
102	99	88
165	174	166
51	70	58
33	42	45
7	0	3
92	85	75
51	59	40
21	23	20
22	32	18
10	22	17
95	96	90
45	40	37
846	816	679
23	36	27
517	441	355
75	58	60
150	139	102
178	194	148
86	69	66
117	162	110
14	19	11
190	162	147
17	7	6
13	9	5
16	17	8
767	630	560
447	490	438
237	203	155
976	981	758
50	54	39
205	191	151
3	4	2
144	135	118
23	18	25
52	50	33
42	38	40
40	30	37
78	72	71
118	122	113
240	250	208
33	29	30
336	353	336
480	575	568
35	26	40
418	488	386
760	800	612
1716	1743	1408
1296	1184	994
83	131	72
235	238	177
338	321	244
291	294	288
7	4	4
2	8	6
177	157	133
75	73	68
9	8	8
2	3	1
3	1	2
1	2	5
6112	7051	6546
38	33	27
267	286	201
124	111	111
299	336	275
536	623	537
1240	1230	1104
54	38	50
4	1	0
120	97	98
24	29	29
165	155	152
5	5	6
4	2	8
16	12	8
1	2	1
5	3	4
33	21	24
11	4	4
130	139	121
11	13	14
2	5	1
102	86	84
236	232	177
537	432	337
663	659	567
414	524	442
1381	1342	1075
1152	1057	808
4	6	4
761	773	621
169	164	150
28	30	34
150	139	127
43	42	47
127	96	104
42	28	27
190	142	112
341	345	239
122	96	83
802	871	806
7	8	8
235	249	215
149	144	151
23	14	23
21	22	11
91	78	79
73	77	57
2633	2554	2463
2289	2130	1934
224	189	166
232	230	197
4	2	1
137	129	101
11	8	3
15	16	15
98	98	91
3495	3320	2927
8	7	3
20	15	12
3	3	0
12	14	12
51	38	36
20	16	9
76	68	75
2	10	7
22	31	25
230	255	207
1478	1341	1094
40	41	31
170	141	116
108	87	93
219	191	168
2	2	3
83	101	68
146	103	100
28	35	36
105	96	82
0	2	2
68	54	45
8	6	4
136	131	116
49	39	39
33	27	26
0	0	1
41	46	36
82	93	88
250	204	175
8	4	10
259	223	199
34	27	22
272	229	209
3	1	3
1	3	4
23	20	14
25	28	17
7	3	4
6	12	8
9	6	4
63	71	61
107	96	89
3	4	1
10	11	10
9	12	9
2	3	0
803	716	619
100	95	78
94	95	75
2475	2533	2230
497	454	370
343	314	261
306	320	249
10	8	6
11	8	10
11	13	2
33	23	33
926	780	724
4	4	2
4	4	6
2	0	0
594	530	492
262	266	266
811	687	582
428	362	340
6	3	0
149	148	110
146	144	118
24	17	25
19	18	11
51	46	56
1216	1267	1030
493	549	467
9	18	11
21	14	18
3	2	4
2	2	2
8	14	6
1011	933	830
126	132	124
1	3	1
1613	1666	1453
36	33	18
68	55	38
5	4	2
27	21	18
238	172	125
160	122	108
786	602	480
36	17	25
25	19	15
202	201	188
9	14	10
67	61	47
1	2	2
190	181	174
977	1082	948
2733	2477	2163
40	50	35
1073	930	756
279	296	277
231	226	206
149	132	103
502	493	385
60	51	37
79	90	73
325	345	232
132	116	89
0	0	0
14	22	13
4	4	8
53	61	53
170	182	137
85	69	68
15	13	20
352	257	189
76	72	65
28	33	16
883	835	730
33	34	18
130	98	94
18	18	14
551	485	320
57	60	41
38	34	34
144	118	76
61	60	52
276	272	236
506	427	379
254	233	192
92	98	114
72	59	53
207	197	151
73	80	71
6	8	6
3	4	2
8	7	4
25	22	12
11	8	9
3	3	6
20	13	14
24	23	31
712	700	600
19	23	23
416	418	358
146	102	116
128	103	92
24	23	26
0	4	0
12	8	9
31	15	10
93	108	87
10	14	12
36	31	31
47	68	55
132	110	111
10	13	18
91	83	71
151	130	132
14	24	13
1063	950	784
85	75	76
270	229	200
52	63	54
10	14	19
430	370	308
294	272	224
1	0	2
1	2	2
70	70	58
40	34	27
68	59	49
4	3	2
1074	924	726
265	211	173
12	9	4
25	25	19
3	2	2
3	4	5
1	2	1
2	6	3
10	7	11
32	23	34
6	4	9
1	2	1
88	65	54
34	28	26
2	4	3
31	30	27
37	38	23
6	3	1
9	5	5
734	697	565
7	4	4
2420	1966	1642
61	53	51
64	78	57
338	290	232
123	107	91
42	43	38
12	9	8
404	442	367
157	126	141
16	12	10
14	11	15
113	107	82
42	47	42
16	11	13
9	9	1
87	72	58
5	6	7
17	13	8
8	4	9
22	21	15
9	4	4
5	2	1
6	3	5
65	57	45
69	56	50
2	1	1
11	6	12
72	55	49
2	3	0
50	51	39
1125	964	880
201	179	197
27	25	19
38	27	41
32	23	15
224	156	132
82	80	61
89	59	52
11	5	7
115	108	74
35	29	35
7	10	7
50	52	42
228	205	201
8	7	3
133	123	115
10	19	18
13	20	21
1	3	1
107	96	74
3	1	1
4	10	6
65	53	40
20	16	20
3	3	2
10	8	7
111	109	116
111	105	93
71	63	63
296	293	283
155	180	140
29	33	29
4	6	8
7	7	9
1	0	4
6	3	5
100	109	91
22	17	12
33	33	32
12	16	11
18	15	12
29	27	24
4	8	5
860	710	580
24	12	8
122	113	72
24	12	8
122	113	72
76	107	91
32	45	42
240	226	150
72	106	88
32	45	42
48	38	46
5	2	1
12	7	5
9	1	7
0	1	1
9	8	15
33	28	32
118	159	119
0	0	0
71	56	44
286	233	204
791	661	595
3	5	7
117	105	89
508	513	508
10	12	7
9	6	4
75	73	80
11	9	11
283	233	160
145	134	95
17	6	11
29	19	37
139	132	114
1	4	3
398	381	401
45	41	45
2	1	4
8	22	10
6	4	6
20	21	29
4	11	9
4	2	7
101	106	83
944	899	736
37	20	30
84	103	65
72	77	47
161	130	129
38	48	28
4	8	7
173	187	144
387	363	302
639	599	434
190	174	154
1	1	0
1267	1077	940
472	379	357
688	655	538
35	57	52
64	89	62
37	27	21
8	11	6
198	222	163
456	459	390
985	972	811
375	239	209
496	321	316
1	0	1
111	71	76
0	0	0
21	24	10
52	46	51
3452	3110	2887
114	110	87
413	377	344
47	68	40
4	2	0
858	759	638
269	284	262
332	332	337
191	161	143
105	113	110
4	5	4
3	1	6
21	21	19
32	34	32
9	8	3
0	1	1
0	0	1
150	134	133
206	228	192
34	31	26
84	83	71
10	1	8
403	533	485
166	167	140
29	46	24
549	494	412
34	47	28
159	185	159
913	813	726
682	599	472
430	382	325
102	136	114
102	121	82
4	11	7
17	13	15
16	11	13
27	18	18
121	96	88
68	67	63
5	3	3
5	8	0
1	2	0
11	7	2
6	4	2
1	2	0
1	2	0
1	0	0
2	3	3
3	2	1
1	1	1
12	8	13
12	11	6
10	4	4
81	51	50
26	23	11
66	66	52
39	28	30
133	129	109
258	206	188
17	16	11
72	107	87
366	276	210
2	1	4
140	145	156
176	178	155
57	39	24
428	391	320
47	32	29
284	252	241
19	16	17
2	1	0
34	21	21
14	5	5
31	17	14
364	421	328
4	5	8
121	109	107
12	19	13
1	2	0
116	103	113
842	861	651
185	196	168
275	293	212
28	34	34
305	280	244
179	166	160
3	5	4
25	22	17
11	2	3
364	391	357
1530	1651	1350
423	443	374
13	14	13
32	30	28
83	90	78
7735	7866	6834
526	615	526
20	14	16
0	0	1
4	5	5
33	31	28
93	112	66
60	63	56
12	13	4
366	319	287
24	23	30
83	84	86
221	232	151
121	124	90
163	166	124
644	542	444
294	362	309
109	142	98
1147	964	810
179	167	165
203	201	145
76	70	61
494	497	397
74	72	55
49	26	30
1	1	2
135	119	107
90	77	85
27	18	12
68	63	44
68	56	50
5	7	3
112	106	105
497	525	478
810	707	607
9	6	8
5	5	5
1	3	4
5	4	2
1	0	1
3	4	8
38	32	27
333	307	255
163	171	132
650	603	460
642	576	495
96	107	127
105	101	72
493	466	363
297	356	254
151	147	111
7	2	6
586	625	463
596	624	515
0	2	0
5	10	8
11	9	9
379	326	280
58	67	50
443	434	382
120	123	142
576	446	309
1439	1590	1373
1525	1485	1267
1795	1845	1583
7395	7328	6456
3495	3272	3013
47	63	50
142	124	123
176	137	107
370	316	261
120	122	104
7	9	11
20	14	15
5	4	2
53	67	48
77	76	54
74	90	83
101	101	85
488	486	438
323	329	348
356	391	382
9	6	10
3733	3769	3176
287	294	278
378	492	418
1	3	4
36	39	36
15	5	4
194	234	197
217	209	160
22	10	14
64	58	52
5	4	13
2	1	1
399	428	302
9	10	14
13	14	16
3	3	1
2	1	3
4	3	3
17	11	12
14	13	8
6	4	1
0	0	0
2	3	4
14	22	8
7	4	3
7	7	6
640	695	617
789	838	889
428	489	473
5	4	3
17	26	22
379	352	338
95	114	84
755	714	582
40	53	34
140	150	121
15	10	15
140	128	114
80	86	62
12	17	17
20	30	21
32	37	24
23	26	15
48	74	66
950	873	728
183	173	138
32	21	17
127	94	92
19	12	11
6	14	6
60	54	33
112	86	83
26	32	17
3	2	1
45	45	61
5	6	2
5	6	2
35	17	15
44	32	30
24	20	24
31	30	26
92	74	73
29	28	17
141	119	94
15	11	12
239	220	209
3	4	1
122	107	77
313	255	207
24	15	13
74	67	57
65	60	48
58	61	63
302	319	232
111	111	95
6	8	11
46	40	27
24	23	18
11	12	6
26	15	13
135	123	97
5	6	6
2	3	2
2	0	4
3	3	2
4	3	4
7	4	6
10	7	8
4	0	3
4	2	0
6	7	4
3	4	2
7	6	7
1	3	1
5	3	7
21	23	30
2	0	3
106	94	79
109	93	69
90	85	77
2	1	1
31	20	15
19	16	9
3	2	6
13	11	12
113	85	83
61	36	48
4	3	1
0	0	1
4	5	0
6	4	3
17	11	16
765	767	576
178	168	134
257	231	181
6	6	4
14	11	6
166	132	108
61	70	54
59	50	39
73	70	54
37	37	27
99	94	65
11	7	10
34	28	29
58	67	53
30	29	19
3	2	3
9	7	4
8	6	8
6	6	5
51	47	42
178	155	145
920	778	595
29	23	15
4	4	3
4	2	2
57	54	46
46	46	38
48	50	27
66	81	61
32	19	15
59	51	41
92	104	92
14	12	6
342	305	302
35	23	22
185	129	123
92	79	64
10	10	9
3	2	0
162	144	131
6	3	3
11	6	10
90	75	73
24	18	7
0	3	1
0	0	1
31	40	33
81	61	58
158	134	110
92	88	76
14	18	18
656	596	576
137	152	171
320	310	304
12	16	9
4	15	9
5	3	2
13	13	9
3	2	8
12	10	10
42	47	41
25	27	27
36	35	25
139	126	113
153	140	131
116	88	78
23	14	20
103	95	90
83	110	80
50	48	62
187	148	130
2	2	0
14	13	18
53	28	24
2	2	0
1	1	1
226	230	264
9	5	5
252	230	184
7	3	1
69	67	64
942	531	466
265	240	198
2392	2319	1997
0	0	0
452	447	402
158	9	11
102	96	98
0	1	2
31	36	33
97	83	60
12	7	4
32	38	34
296	299	257
88	122	93
39	50	42
3	3	2
68	52	74
284	253	234
1073	1044	878
289	285	241
1233	1193	980
142	125	151
129	140	112
89	93	82
62	78	62
15517	17013	15170
70	60	45
43	32	35
112	112	104
330	292	271
30	43	32
62	56	44
72	67	49
76	82	99
649	626	589
522	495	412
117	135	103
143	140	94
553	578	503
3	3	6
6	1	4
10	4	9
350	298	281
262	315	252
595	646	548
206	216	173
2734	2501	2021
1	3	5
0	2	0
649	552	440
629	533	328
4	7	4
12	13	8
71	79	67
18	22	15
530	573	513
48	39	31
425	415	365
37	32	33
794	788	682
467	517	419
595	611	557
653	633	579
1870	1658	1472
947	913	706
1446	1222	1210
234	259	255
963	871	825
1100	1074	975
2477	2303	2076
8	5	1
43	42	33
69	55	51
278	285	256
67	51	52
241	239	218
59	82	46
109	83	87
115	108	86
574	512	493
8382	9013	7649
1236	1381	1236
87	92	72
107	112	98
93	76	69
29	35	47
84	86	72
11	11	6
137	129	111
29	24	11
5	2	5
70	67	69
164	181	145
11	11	11
10	12	4
489	478	375
228	176	171
41	52	44
71	89	83
43	43	36
18	18	17
33	46	31
56	59	42
172	154	125
55	43	35
90	102	94
43	42	37
3	5	3
682	649	504
82	78	72
1075	1256	1227
113	79	96
441	417	306
124	120	95
33	33	37
37	34	36
120	138	115
80	84	71
2	2	0
55	61	61
45	50	40
302	282	208
86	88	95
3	1	4
61	59	47
71	70	62
28	22	24
92	99	102
326	338	289
98	72	81
51	44	29
10	7	8
52	43	35
41	37	30
75	68	59
60	65	49
706	624	534
14	10	14
227	212	178
420	421	324
64	77	81
59	53	32
11	5	12
6	3	5
60	73	56
51	39	33
82	70	49
1	0	0
80	69	49
373	321	286
537	527	432
38	51	39
245	199	154
29	26	35
26	34	23
22	15	16
26	21	27
92	77	57
20	18	8
95	92	70
285	333	235
865	678	639
27	22	22
1831	1739	1441
341	338	279
393	390	391
172	158	164
893	835	705
2	6	6
21	19	18
55	38	34
10	12	16
0	0	0
221	236	217
299	292	214
311	315	234
65	57	46
9	10	6
22	20	19
7	6	8
30	24	16
7	6	4
15	11	11
53	60	46
29	24	19
277	300	234
83	74	82
74	76	66
90	84	71
71	44	54
10	14	11
9	7	14
7	6	9
6	4	1
2	6	5
5	10	7
868	772	670
336	268	239
216	240	230
477	424	335
131	137	141
26	27	24
46	47	30
681	610	580
2727	2669	2202
4527	4976	4292
157	171	135
285	315	273
52	54	39
59	78	60
110	70	46
15	15	17
190	187	170
220	186	177
1	0	0
106	85	59
15	11	14
6	7	1
3	4	2
75	63	52
10	7	9
329	310	255
55	59	45
40	31	38
110	131	107
0	0	3
1	0	0
6	10	12
23	22	19
64	48	39
130	116	92
42	39	25
229	179	161
462	517	390
3	3	5
851	864	691
322	241	237
174	158	126
64	41	49
187	187	149
1026	787	659
15	8	6
16	10	19
41	51	24
53	53	52
87	110	90
13	8	13
974	856	715
3	6	3
120	110	78
17	10	17
11	11	8
208	180	159
42	31	26
154	132	121
73	77	68
72	61	70
42	40	26
22	19	20
770	611	515
4	7	3
4	1	0
7	7	5
3	0	3
3	2	2
12	8	10
100	86	73
6	4	4
8	12	5
8	9	9
13	12	7
52	31	41
22	15	15
3	1	3
19	20	12
6	2	6
16	14	16
25	19	21
27	26	19
47	23	22
156	171	172
18	16	18
127	128	81
105	91	85
85	58	58
25	21	17
22	13	10
51	42	30
6	8	5
13	17	6
28	18	18
15	9	14
8	4	4
62	56	54
14	15	11
19	13	8
61	46	49
27	32	19
2	5	4
0	3	3
9	3	5
6	5	3
1	5	2
18	13	12
34	23	13
4	2	1
9	6	7
3	1	0
17	12	9
12	20	19
13	14	11
55	57	43
29	26	21
0	3	1
38	25	24
20	31	22
39	32	28
91	88	93
2	7	2
10	9	7
1	4	4
32	27	16
10	15	9
0	0	1
6	5	5
5	3	4
10	2	4
31	34	24
89	70	41
37	22	20
5	2	1
10	3	10
102	95	77
195	212	178
8	8	7
4	3	4
19	14	8
42	17	16
5	2	3
