S
1	8
2	0
3	0
4	5
5	1
6	0
7	9
8	26
9	2
10	10
11	0
12	34
13	32
14	50
15	52
16	156
17	592
18	559
19	124
20	424
21	1558
22	2
23	4
24	3
25	6
26	159
27	177
28	2
29	3
30	1
31	4
32	6
33	14
34	42
35	6
36	10
37	2
38	18
39	3
40	4
41	71
42	12
43	67
44	170
45	233
46	0
47	48
48	65
49	91
50	2
51	16
52	43
53	34
54	69
55	35
56	3
57	5
58	32
59	0
60	2
61	8
62	0
63	0
64	11
65	15
66	28
67	180
68	104
69	197
70	7
71	95
72	31
73	1
74	5
75	74
76	82
77	279
78	24
79	1687
80	3
81	19
82	7
83	26
84	34
85	14
86	213
87	10
88	26
89	1
90	12
91	44
92	53
93	2
94	2
95	2
96	3
97	113
98	85
99	8
100	7
101	14
102	8
103	6
104	514
105	288
106	25
107	2
108	79
109	105
110	340
111	25
112	496
113	29
114	81
115	5
116	0
117	3
118	2
119	94
120	302
121	1303
122	48
123	607
124	81
125	4
126	10
127	2
128	12
129	9
130	9
131	8
132	1
133	0
134	16
135	79
136	29
137	8
138	10
139	26
140	4
141	7
142	63
143	71
144	22
145	73
146	2
147	8
148	0
149	0
150	0
151	176
152	673
153	30
154	5
155	1
156	3
157	65
158	107
159	0
160	63
161	173
162	74
163	2
164	2
165	47
166	75
167	7
168	6
169	31
170	81
171	75
172	12
173	48
174	1076
175	120
176	80
177	1
178	8
179	13
180	0
181	4
182	21
183	21
184	24
185	44
186	1
187	4
188	3
189	6
190	7
191	27
192	0
193	17
194	11
195	2
196	9
197	368
198	18
199	66
200	12
201	403
202	154
203	7
204	1
205	403
206	508
207	147
208	23
209	497
210	147
211	20
212	28
213	1
214	8
215	24
216	69
217	112
218	182
219	28
220	4
221	4
222	106
223	102
224	65
225	46
226	7
227	15
228	27
229	65
230	8
231	20
232	5
233	39
234	22
235	9
236	4
237	159
238	68
239	180
240	200
241	27
242	62
243	188
244	48
245	43
246	95
247	122
248	2
249	6
250	12
251	4
252	317
253	522
254	107
255	140
256	96
257	3
258	31
259	26
260	106
261	141
262	8
263	367
264	60
265	7
266	35
267	9
268	8
269	75
270	78
271	72
272	24
273	479
274	22
275	81
276	8
277	15
278	1826
279	33
280	76
281	59
282	205
283	42
284	100
285	311
286	15
287	3
288	36
289	128
290	4453
291	1654
292	31
293	17
294	13
295	31
296	4
297	0
298	16
299	6
300	232
301	12
302	23
303	1
304	495
305	91
306	89
307	170
308	12
309	129
310	104
311	107
312	34
313	355
314	271
315	164
316	1
317	9
318	78
319	57
320	1
321	508
322	108
323	14
324	76
325	41
326	4
327	0
328	151
329	37
330	776
331	2100
332	143
333	27
334	33
335	115
336	42
337	13
338	75
339	54
340	927
341	89
342	49
343	21
344	49
345	160
346	154
347	2
348	3
349	0
350	1
351	0
352	1
353	0
354	6
355	21
356	2
357	9
358	3
359	9
360	2
361	183
362	16
363	81
364	9
365	5
366	33
367	66
368	155
369	449
370	573
371	34
372	130
373	5
374	25
375	8
376	8
377	29
378	5
379	1
380	45
381	50
382	2
383	2
384	7
385	3
386	19
387	17
388	22
389	36
390	37
391	83
392	67
393	27
394	1
395	6
396	1
397	8
398	3
399	4
400	96
401	7
402	256
403	632
404	1153
405	276
406	271
407	476
408	14
409	18
410	338
411	3
412	42
413	20
414	4
415	150
416	137
417	1
418	45
419	2200
420	2
421	1
422	1
423	39
424	41
425	12
426	172
427	111
428	49
429	109
430	203
431	146
432	2
433	0
434	9
435	731
436	32
437	81
438	43
439	29
440	23
441	46
442	11
443	64
444	35
445	32
446	29
447	34
448	8
449	19
450	235
451	6
452	3
453	8
454	0
455	230
456	5
457	92
458	1
459	0
460	2
461	27
462	7
463	110
464	0
465	466
466	20517
467	45
468	6
469	38
470	11
471	26
472	66
473	8
474	0
475	0
476	1
477	0
478	2
479	109
480	55
481	40
482	238
483	182
484	165
485	709
486	200
487	132
488	103
489	116
490	195
491	4
492	1
493	3
494	24
495	101
496	112
497	83
498	90
499	286
500	1023
501	16
502	146
503	316
504	174
505	9
506	17
507	26
508	270
509	4
510	0
511	93
512	71
513	10
514	7
515	721
516	925
517	1435
518	310
519	499
520	22
521	74
522	81
523	398
524	21
525	34
526	1549
527	5
528	1
529	60
530	12
531	52
532	3
533	4
534	50
535	1
536	3
537	4
538	138
539	136
540	142
541	313
542	30
543	13
544	41
545	6
546	2
547	166
548	64
549	1
550	65
551	0
552	7
553	72
554	10
555	0
556	133
557	30
558	29
559	5
560	21
561	33
562	201
563	71
564	201
565	7
566	15
567	34
568	33
569	12
570	3
571	3
572	184
573	69
574	53
575	129
576	36
577	44
578	19
579	25
