S1	S2	S3
31	31	25
13	10	10
3	4	2
29	23	23
0	1	4
25	22	29
2	3	2
2	1	4
2	0	1
94	85	80
100	81	99
56	39	58
201	178	179
22	17	14
27	19	23
111	85	114
91	81	93
12	5	10
56	42	54
36	32	63
38	18	27
210	158	152
233	188	199
2	8	6
5	3	1
4	0	4
4	3	2
23	12	18
4	2	3
11	11	14
407	343	430
28	18	25
28	23	28
4	6	5
9	5	10
3	6	3
43	27	25
0	0	1
2	4	4
4	1	0
13	9	14
2	0	0
128	97	107
48	32	37
14	11	12
48	38	34
13	15	16
3	0	4
3	1	2
19	15	18
7	9	7
10	14	8
19	15	22
151	144	169
29	23	29
216	175	196
6	8	8
2	1	1
3	1	1
1	6	3
206	172	177
8	12	12
101	64	101
126	100	102
275	205	217
157	135	153
388	307	368
353	265	286
75	50	65
5	0	7
301	207	240
4	3	4
15	10	6
404	375	414
74	64	66
20	17	16
69	76	95
16	14	11
29	15	18
30	18	19
698	548	605
185	141	163
256	191	243
4	3	3
116	95	102
30	22	27
36	34	26
112	79	86
268	169	211
1286	1341	1424
3	3	2
5	1	3
11	5	3
4	1	1
4	3	1
128	86	108
0	0	1
1	1	1
1	0	0
3	0	0
972	823	862
16	11	19
12	8	16
28	26	25
4	3	4
8	3	6
16	12	9
98	64	101
0	0	0
27	19	26
10	4	9
4	3	7
0	0	0
60	37	44
1	2	1
2	2	0
114	78	79
32	22	38
151	109	118
20	21	22
2	1	3
7	6	4
32	24	23
22	11	14
23	18	16
13	8	11
189	175	193
77	71	76
380	262	288
279	212	222
72	68	65
34	38	32
6	5	3
1	3	0
6	6	6
1	2	1
10	8	15
65	47	63
4	2	8
7	6	4
1	1	1
10	2	6
20	19	25
6	5	3
0	2	0
2	2	5
3	0	0
3	1	2
3	4	2
15	6	16
2	0	3
6	5	6
1	2	2
13	13	8
5	9	10
14	10	16
9	4	8
79	61	60
0	0	0
137	92	105
92	71	72
83	58	77
59	28	45
52	41	40
113	75	82
60	54	49
26	28	37
106	72	86
7	11	5
2	6	2
22	21	31
24	17	14
10	10	9
14	10	8
35	30	37
33	17	23
44	34	39
53	28	36
13	8	8
1	2	2
11	2	10
255	193	254
12	4	17
1	0	1
59	64	62
10	12	9
6	16	6
14	15	22
8	9	9
7	11	11
28	29	33
56	37	49
2	1	4
14	13	18
21	14	16
83	49	55
36	28	37
5	4	10
3	0	1
2	3	3
7	1	6
277	188	243
155	97	138
37	34	48
248	217	211
119	80	84
4	4	3
78	75	76
47	30	35
43	36	47
51	35	47
38	33	33
32	38	29
26	24	22
31	26	20
43	32	67
153	96	123
0	0	0
65	40	53
132	99	133
0	0	0
0	0	1
1	1	0
3	1	5
53	41	44
66	44	36
3	8	4
26	24	21
63	32	34
7	4	5
14	12	19
27	23	27
95	78	106
47	47	47
8	10	15
51	44	45
12	11	17
5	1	2
1	0	2
3	5	1
1	1	0
3	3	0
2	3	3
0	1	0
0	1	0
1	1	0
1	2	0
0	0	0
1	1	1
2	2	0
2	0	1
6	10	4
5	1	3
89	88	96
242	215	227
21	18	11
22	12	16
3	0	2
17	20	20
127	109	96
155	101	103
42	34	29
88	77	74
2	0	4
19	11	15
86	64	87
152	145	176
39	41	30
50	40	36
11	11	16
12	8	7
2	0	1
17	13	12
0	0	2
9	7	6
78	66	78
38	33	40
2	1	4
6	2	6
27	18	14
15	9	8
1	0	2
7	4	14
130	85	110
7	3	2
21	16	21
7	4	7
0	1	0
1	0	3
0	0	0
0	0	0
0	0	0
2	1	4
3	1	2
71	59	63
22	26	22
30	19	31
16	24	31
7	10	7
2	0	2
15	16	14
3	0	2
17	13	14
1	0	0
0	1	3
22	17	20
3	3	4
7	6	4
6	6	5
129	97	111
40	24	34
23	16	11
23	3	12
72	74	72
17	16	18
4	3	6
44	32	37
41	25	36
8	5	10
4	2	5
133	87	134
86	41	63
4	0	0
34	27	33
40	25	34
50	28	35
70	58	62
47	39	39
73	85	109
6	4	5
456	465	547
338	246	262
454	322	392
76	47	73
57	35	58
150	111	125
391	280	325
125	75	84
137	142	122
13	20	13
0	0	0
75	70	65
7	2	6
38	12	17
100	78	66
171	131	135
183	152	170
50	50	40
59	42	38
120	89	87
94	58	72
27	28	28
0	1	0
25	13	15
51	46	44
23	26	25
110	82	107
7	6	1
4	0	5
7	8	7
2	1	0
3	4	4
10	1	11
3	0	1
0	0	0
0	2	0
50	50	42
9	6	8
2	4	4
2	1	1
2	4	2
10	10	7
13	9	11
2	1	6
50	41	51
22	29	25
1	6	6
6	3	9
1	1	5
0	0	0
1	1	1
0	1	0
0	0	0
0	0	0
271	232	231
135	126	124
0	0	0
1	0	0
0	0	0
1	3	3
103	86	84
105	108	111
40	48	37
65	75	84
36	32	20
11	11	14
204	189	193
46	43	43
112	88	103
259	242	211
43	37	40
0	1	0
5	7	4
15	11	12
31	15	25
51	48	29
148	136	146
130	135	118
12	12	3
315	328	314
13	6	6
103	73	78
80	68	79
0	0	0
0	1	1
0	0	0
4	0	2
2	0	2
3	3	2
12	8	8
1911	1585	1795
7	4	2
6	8	6
2	2	0
17	12	20
4	9	3
1	0	0
0	2	2
109	89	94
27	25	29
139	108	125
57	59	57
0	0	0
20	16	17
7	2	7
3	1	3
29	30	22
190	184	180
220	192	191
81	72	77
41	30	30
635	561	601
35	21	28
32	19	34
65	47	55
0	0	0
0	0	0
3	1	5
1	0	4
1	1	1
2	2	2
125	126	126
230	155	171
12	8	6
21	11	13
26	10	12
100	61	68
1	0	0
14	13	14
295	258	259
420	382	392
511	437	524
131	107	109
110	88	100
35	30	34
37	18	24
1	5	1
5	3	5
0	0	1
8	12	9
21	13	12
2	0	3
47	36	39
79	67	74
23	24	13
45	45	55
14	10	13
4	8	1
4	2	7
1	0	1
165	159	130
0	1	0
8	9	6
18	20	17
48	40	54
179	152	177
9	8	6
6	4	6
2	3	8
272	180	247
0	1	1
1	2	3
0	0	0
46	33	43
558	460	524
2	1	1
13	2	13
4	3	2
10	6	5
1	1	3
0	0	2
52	37	50
4	1	1
6	3	3
66	50	56
88	50	64
9	15	15
17	16	14
4	3	3
2	7	8
1	3	1
14	10	9
4	5	4
4	3	4
20	13	15
15	15	22
1	0	1
0	0	0
0	0	0
85	73	73
10	14	7
0	3	1
130	109	135
41	29	31
13	5	6
80	63	70
229	157	160
85	84	85
0	4	1
2	2	0
4	2	2
242	147	188
288	236	275
109	68	114
0	1	1
0	0	1
1	0	0
99	80	87
47	35	46
66	70	65
71	49	41
1108	934	1110
0	0	0
30	29	31
322	249	309
4	1	2
1	2	3
219	154	165
13	11	18
31	16	24
1311	1055	1098
36	33	35
83	67	70
0	0	0
191	145	139
5	2	1
9	8	5
6	9	4
60	52	30
11	8	13
197	185	159
96	79	98
586	529	520
2722	2607	2838
5	3	2
3	4	9
30	11	21
149	108	110
61	34	44
137	89	99
134	111	126
123	125	119
211	207	269
40	35	38
26	25	22
4	2	4
329	217	294
29	21	25
144	89	99
92	81	98
1	2	0
0	0	0
1	1	2
0	0	0
53	35	42
612	471	534
1	0	0
24	33	25
70	42	51
20	14	9
60	66	62
20	21	23
16	15	15
5	2	7
1	0	0
785	590	686
2319	1970	2043
1298	975	1116
383	296	335
579	444	492
17	19	13
26	20	19
5	2	1
55	76	79
306	228	256
181	143	162
2	10	5
31	20	22
51	40	41
12	5	15
9	9	17
25	29	31
8	10	9
1	2	1
0	2	2
18	14	16
18	12	8
0	0	1
5	5	10
4	1	3
4	3	7
23	12	24
6	4	4
19	7	15
0	1	2
11	11	9
7	3	7
387	323	409
32	25	26
8	7	12
40	27	26
0	1	1
77	48	70
17	23	14
342	237	274
358	262	322
302	233	265
370	295	341
7	4	6
102	76	103
54	28	29
32	15	20
88	69	80
143	128	151
63	45	38
205	171	216
377	330	315
57	72	61
8	9	16
4	3	3
6	4	5
1	2	2
30	15	18
52	39	39
5	4	4
17	9	9
21	9	24
19	17	21
76	82	107
83	73	69
58	49	64
45	47	31
2	7	2
1	6	8
1	1	1
18	18	17
67	45	53
13	10	7
7	4	8
13	18	15
60	61	55
31	13	10
252	169	172
35	25	24
40	19	36
23	12	24
52	33	38
20	25	19
32	15	21
83	87	79
26	37	40
1068	865	995
3	3	3
4	3	4
23	29	24
33	17	19
0	1	1
3	3	7
1	1	1
4	4	7
12	4	9
4	2	1
3	3	4
2	2	1
20	16	14
3	5	1
39	30	33
30	28	24
41	25	23
157	106	121
87	71	84
13	9	11
751	701	723
81	50	58
0	1	0
0	0	1
5	1	2
5	5	5
5	8	7
23	13	17
93	56	67
33	26	24
21	8	9
120	73	91
40	18	21
186	139	166
0	0	0
19	12	12
8	10	9
2	3	4
8	0	3
10	3	5
2	0	1
3	8	4
8	15	21
59	49	41
2	6	3
16	18	12
14	12	9
14	9	11
1	1	1
10	5	3
112	83	107
66	45	53
23	18	17
58	56	55
27	17	25
16	14	25
8	3	5
7	7	3
2	5	3
3	1	4
1	3	0
16	6	11
10	8	10
15	8	15
29	10	12
9	12	7
101	100	92
20	20	26
20	15	19
9	9	20
8	7	7
1	4	3
0	0	1
28	19	20
7	11	5
4	0	1
18	10	9
3	4	0
2	0	0
34	17	27
0	1	1
1	0	0
7	8	3
18	21	22
11	7	11
3	4	10
9	6	23
0	1	2
247	176	177
33	20	19
37	17	32
59	46	47
16	13	17
18	15	20
23	21	17
0	1	1
1	1	3
0	2	2
1	0	1
1	0	2
4	1	1
3	3	2
1	0	2
1	1	3
7	7	8
5	5	8
42	43	38
51	41	48
2	1	0
6	11	4
36	43	49
27	16	21
35	37	32
1	3	5
55	36	50
16	13	11
22	22	16
88	77	67
62	35	42
36	44	53
707	572	691
760	582	608
13	13	26
0	1	0
3	1	2
82	72	84
1	8	2
35	28	36
38	25	40
59	24	35
6	4	5
16	9	6
38	26	19
193	154	186
1	1	2
1	0	0
0	0	0
2	1	0
2	1	3
105	84	99
18	10	18
29	27	24
0	0	0
16	26	18
54	45	42
46	40	55
8	8	11
2	1	1
6	6	2
5	5	4
0	1	0
175	117	108
126	80	108
83	60	57
137	97	88
5	11	15
177	130	137
25	13	20
33	32	29
66	36	36
10	6	15
23	12	21
38	29	24
108	62	67
5	3	5
12	18	10
17	19	19
3	2	1
0	1	0
61	81	68
115	86	86
2	4	2
1	2	0
2	3	0
33	35	34
116	90	92
33	30	27
87	88	84
10	0	5
12	8	20
125	120	152
93	69	75
2	2	2
15	8	9
1385	1304	1398
8	5	6
2	3	1
4	2	2
21	31	14
98	84	94
17	11	13
97	97	103
55	48	40
121	99	114
83	90	96
8	7	12
10	11	20
6	5	5
11	3	7
6	4	3
134	110	128
101	70	100
81	55	61
58	52	51
141	139	155
84	62	61
31	7	10
27	31	36
81	63	70
158	131	117
25	9	13
12	24	12
169	119	128
131	95	114
120	108	113
381	290	302
27	24	23
35	32	33
150	129	173
4	4	6
10	5	10
9	3	6
689	571	589
6	6	5
11	7	7
25	19	8
1	2	6
131	128	114
49	34	28
47	45	50
71	61	62
59	41	48
8	5	8
11	12	26
3	4	5
150	122	158
11	11	11
28	14	22
1	1	2
3	4	0
0	0	0
0	0	0
6	8	8
12	5	7
11	6	8
0	1	0
84	68	89
3	4	2
6	5	2
7	7	7
5	2	4
6	3	2
8	2	5
1	0	1
5	1	5
1950	1606	1916
0	0	0
197	143	183
528	395	432
123	94	112
174	128	151
196	172	178
1058	843	923
225	184	176
552	397	488
84	71	88
704	596	737
90	81	88
5	0	1
87	61	79
5	6	2
153	96	100
213	129	153
38	26	30
74	64	69
57	30	39
143	127	113
215	172	160
43	35	39
104	65	83
6	4	5
84	53	76
0	0	2
136	100	110
3	0	2
151	136	154
47	34	45
511	442	482
43	39	40
12	22	18
6	10	13
2	2	3
3	4	1
3	0	2
75	47	62
45	30	25
3	5	3
77	53	71
13	8	17
28	19	27
19	21	24
323	241	283
66	41	47
31	22	24
60	47	67
30	20	23
171	116	144
25	19	23
2	2	0
32	35	32
279	268	324
44	47	53
31	38	28
114	104	106
38	32	36
198	160	171
158	85	120
213	155	216
108	100	98
53	59	52
106	92	90
0	0	0
5	11	7
18	19	15
5	5	2
225	161	177
78	45	58
378	294	377
14	4	16
14	11	14
67	58	73
40	30	42
43	32	56
13	10	9
87	78	77
77	66	79
9	8	5
25	28	26
60	47	65
101	81	72
117	78	95
154	120	141
545	428	432
49	39	55
172	113	152
17	14	16
9	9	6
12	8	9
61	39	52
47	28	35
42	30	38
36	41	47
20	11	8
38	20	25
76	71	74
33	21	20
68	71	68
24	17	26
32	22	30
11	10	9
7	4	9
5	2	2
6	8	10
4	2	0
4	5	4
1	1	1
2	2	2
27	13	31
32	22	20
4	3	4
26	32	28
5	5	3
14	9	13
85	64	80
65	37	34
56	40	49
35	34	36
9	11	14
29	16	20
32	25	32
50	48	72
1	0	2
76	56	65
22	12	13
21	24	27
2	1	3
1	1	1
47	34	46
12	19	12
1	1	4
161	112	136
73	64	48
5	2	5
224	210	229
42	37	35
38	25	33
0	0	2
4	2	0
3	1	0
6	10	4
5	3	3
9	11	4
5	6	5
10	5	8
0	1	1
15	11	5
4	4	5
28	32	24
8	3	3
22	19	15
76	65	59
6	3	3
20	9	20
15	9	11
0	0	0
68	63	60
18	9	15
28	26	22
2	7	12
1	1	0
0	0	1
1	0	3
0	1	0
38	17	32
1	1	4
25	26	27
14	14	13
4	1	1
1	4	6
47	36	46
53	34	47
85	73	64
2	1	2
0	1	0
6	5	13
45	36	46
28	15	25
7	11	3
133	111	103
60	48	34
0	1	2
4	5	4
56	57	42
48	50	60
2	2	0
35	39	37
19	9	10
60	41	35
3	1	1
12	8	12
93	69	92
5	1	0
2	1	0
0	0	1
18	19	22
3	7	6
8	2	12
13	11	7
12	12	13
17	9	7
54	40	46
291	187	245
3	2	1
9	7	7
31	24	20
22	18	21
1	0	1
9	5	4
49	33	50
0	1	0
11	10	3
25	13	15
2	4	3
41	32	39
202	148	194
2	1	0
17	21	12
46	36	40
64	65	78
18	17	22
95	78	80
117	99	91
10	12	11
9	11	14
369	258	306
68	51	51
12	17	15
1	2	6
1	1	3
674	633	649
411	342	350
3	1	0
0	0	0
10	7	6
374	307	305
160	116	141
65	48	54
4	5	5
11	6	10
62	54	59
30	31	35
35	24	29
0	1	2
3	2	5
33	22	31
25	17	28
11	5	15
18	19	16
10	16	18
16	10	11
12	9	10
27	18	11
6	10	9
35	22	30
12	9	11
5	4	3
998	755	873
100	72	82
115	129	150
79	61	62
6	3	5
22	14	15
5	2	2
13	7	8
90	105	94
38	26	24
73	74	61
160	111	128
1	0	0
287	253	258
214	193	201
33	20	25
208	179	176
65	61	62
4	2	5
23	26	30
1	3	2
2	6	7
6	8	5
1570	1278	1484
265	182	188
53	50	52
2	3	4
25	16	19
120	109	134
45	27	47
129	100	136
87	70	75
13	4	22
170	118	143
49	41	49
40	46	34
19	18	18
263	214	230
342	252	279
8	2	7
767	592	663
560	497	581
332	327	336
31	20	24
3	6	7
94	79	109
42	43	33
0	0	0
0	0	0
53	48	47
85	56	90
126	93	115
28	23	27
12	9	12
16	8	10
139	97	90
12	15	15
126	93	115
30	24	28
12	9	12
136	98	89
13	15	16
106	67	84
630	554	537
108	84	80
9	6	5
7	16	6
312	231	266
466	400	430
201	169	187
107	88	109
27	9	15
1	1	6
134	119	106
192	159	173
342	255	316
4	6	5
9	7	12
1	1	3
7	9	8
0	0	1
1	1	0
7	8	9
0	0	0
8	9	9
3	2	2
0	0	2
5	5	2
6	8	9
1	0	2
0	0	0
7	9	8
2	2	1
9	7	9
10	5	14
9	5	4
6	8	9
0	0	0
3	1	6
7	8	9
8	9	9
4	0	2
6	8	9
1	7	6
6	2	2
8	10	16
2	1	2
7	9	8
2	0	2
1	2	1
3	4	5
7	9	8
3	3	4
0	1	1
1	2	3
1	0	2
9	9	9
0	0	0
0	0	0
0	0	0
7	9	8
1	2	1
2	1	0
2	3	2
7	9	8
0	3	1
4	1	2
8	2	2
1	4	3
5	5	5
2	2	6
7	9	8
35	19	25
41	33	29
6	7	4
0	2	0
0	2	1
3	2	0
253	207	235
31	25	40
12	7	11
3	2	2
43	37	25
3	1	0
5	4	4
6	2	2
3	4	4
10	14	17
2	5	8
2	0	0
2	0	1
15	10	19
8	4	7
4	3	3
4	1	6
10	9	12
10	4	6
9	6	6
8	2	0
4	4	5
1	2	1
11	3	3
6	4	8
6	3	5
7	5	2
1	2	0
15	7	13
2	0	1
41	14	20
11	8	8
4	4	5
5	5	4
19	6	10
3	7	7
23	22	13
1	1	0
1	2	3
4	8	6
0	0	1
7	10	9
12	10	13
21	10	15
3	5	5
1	2	1
26	10	11
0	0	0
2	0	0
21	9	11
25	10	11
25	10	11
0	0	0
29	12	15
1	2	2
8	3	8
2	3	1
20	8	11
0	0	0
0	0	0
1	1	1
1	1	1
26	10	11
1	0	0
26	10	11
0	0	0
25	10	11
25	10	11
4	3	6
2	0	0
25	10	11
4	3	6
2	0	0
25	10	11
0	0	0
25	10	11
25	10	11
25	10	11
1	0	0
2	0	0
25	10	11
25	10	11
25	10	11
25	10	11
79	79	62
108	72	67
20	8	11
20	8	11
1	0	0
0	1	0
0	0	1
0	0	0
25	10	11
16	20	32
32	25	32
51	22	36
18	12	23
3	3	2
4	1	3
1	3	1
3	2	5
1	0	2
0	0	0
40	26	32
66	59	73
34	18	27
14	7	10
85	46	59
143	115	118
123	104	85
0	4	0
9	5	1
75	45	65
15	2	9
45	27	34
22	18	18
4	1	5
38	31	31
107	74	80
8	6	13
98	80	101
135	143	134
69	48	38
1	0	3
5	3	3
7	10	6
3	3	5
1	2	1
4	2	0
3	2	2
141	94	129
56	38	50
37	26	26
9	6	7
144	108	103
168	154	147
63	79	58
212	215	205
335	273	307
321	243	275
308	278	257
502	454	469
713	571	622
108	109	95
458	409	392
88	57	75
95	81	79
101	77	101
857	737	788
55	46	53
55	68	96
42	37	28
24	28	21
0	1	1
44	34	30
50	34	26
14	9	11
14	6	17
3	7	13
45	57	54
27	20	14
567	446	559
18	13	18
175	137	132
43	32	41
77	64	86
116	89	96
54	51	49
119	81	63
6	6	6
96	73	93
10	13	3
8	3	3
10	9	10
343	314	320
353	301	316
133	98	100
548	426	471
24	27	34
122	103	110
2	1	2
80	64	83
11	13	1
13	10	15
16	11	19
30	18	19
40	35	38
82	68	79
97	77	88
14	16	17
231	191	205
571	518	617
19	11	16
368	299	313
494	366	359
1015	753	842
626	541	554
72	77	77
135	129	122
171	157	173
255	184	201
5	5	7
3	2	5
118	87	111
53	43	52
3	7	5
1	0	0
0	1	0
1	1	1
6144	4750	5742
24	15	23
113	111	127
76	54	58
243	256	296
508	372	459
678	495	614
26	21	23
0	1	0
83	64	58
12	7	11
65	79	62
2	1	1
3	1	3
4	2	3
0	1	0
1	1	1
9	5	7
3	3	0
77	69	83
7	3	5
1	2	0
55	44	55
101	84	109
187	149	172
494	426	481
422	311	378
730	584	635
511	364	430
2	0	6
336	361	421
127	93	107
23	21	23
89	97	100
15	3	10
57	32	36
33	13	21
70	52	63
178	155	143
52	54	42
532	512	601
2	2	5
199	162	196
119	112	110
18	23	23
7	12	13
37	55	43
21	25	44
1665	1368	1491
1548	1285	1401
99	109	114
179	132	165
0	3	2
45	37	29
4	2	5
8	8	8
96	61	66
1964	1650	1896
5	3	3
5	5	6
2	0	0
2	4	1
17	9	20
4	1	4
46	41	39
3	4	6
28	28	35
235	183	197
1055	757	901
12	13	18
86	59	68
36	38	42
107	92	87
0	2	1
37	37	44
81	56	48
25	19	15
45	19	32
0	0	0
27	17	20
2	4	2
54	48	54
19	22	11
14	17	16
0	0	0
18	18	17
32	33	35
91	81	78
3	2	7
105	101	104
17	18	19
113	107	110
1	0	1
1	3	1
7	10	7
10	6	7
1	2	1
5	3	10
4	8	3
26	21	15
57	37	47
0	1	0
9	2	3
7	2	1
0	0	0
352	303	345
72	61	71
55	53	61
1448	1329	1368
352	308	323
131	111	103
185	204	186
8	0	1
4	3	4
4	3	3
23	29	13
359	283	324
2	4	1
3	2	1
0	1	0
305	256	288
247	198	224
309	297	300
163	155	170
0	0	0
78	52	59
65	55	63
15	13	12
26	13	11
50	49	47
726	610	636
370	329	328
7	7	5
9	8	5
1	2	0
2	2	3
6	5	7
477	345	415
43	42	42
1	0	0
817	782	855
9	4	9
15	24	13
1	2	3
23	7	10
100	45	57
114	72	93
386	279	256
14	9	14
12	6	12
72	54	53
13	12	6
18	23	29
1	0	0
178	106	126
761	617	641
1233	1152	1202
30	33	31
353	290	327
230	192	243
193	180	163
74	56	69
281	191	250
51	52	20
55	57	53
171	130	167
59	50	48
0	0	0
13	11	12
0	0	2
41	26	43
83	41	53
51	54	37
12	7	11
119	88	116
57	53	69
15	15	12
395	322	382
16	17	17
41	26	45
9	4	5
168	115	139
29	27	37
26	13	20
45	44	53
41	33	30
195	133	149
291	250	222
131	103	138
94	71	97
39	32	35
80	45	60
77	58	67
1	3	4
2	0	4
4	2	6
4	7	8
3	3	4
1	1	0
9	6	7
28	21	10
418	285	352
3	5	9
177	171	178
54	50	56
39	24	19
7	15	10
3	0	1
7	4	3
7	4	6
64	79	62
6	11	3
15	18	19
17	24	27
44	40	37
6	7	3
52	45	59
78	55	77
13	6	12
422	311	348
37	48	69
96	78	90
13	18	32
13	7	12
144	93	118
191	185	190
0	0	0
1	0	0
38	32	26
16	12	17
15	21	26
3	2	3
356	287	320
125	82	88
5	2	8
17	13	14
1	1	0
1	0	1
0	0	0
1	0	0
8	3	5
19	16	14
1	3	0
0	0	0
30	21	22
16	7	10
0	3	5
12	9	14
8	6	18
3	1	2
2	4	8
325	246	272
5	3	0
1033	711	814
26	22	22
35	44	32
119	71	80
39	33	38
25	27	33
5	8	9
371	327	374
86	67	65
5	7	4
8	7	7
50	27	34
19	10	13
8	10	8
4	2	3
31	36	27
8	5	3
5	4	4
3	8	4
14	9	12
0	1	1
4	0	1
0	1	0
49	40	33
25	38	33
0	2	1
6	3	2
29	21	17
0	0	0
34	25	25
659	443	554
183	113	144
18	12	24
16	13	16
9	4	11
75	42	43
52	47	58
31	15	28
3	4	2
61	28	42
42	10	31
4	6	5
20	19	22
164	121	133
5	0	3
74	34	52
6	6	2
9	4	8
2	1	0
36	19	29
0	1	2
2	1	2
20	11	15
9	15	9
1	1	1
3	3	6
80	64	66
61	49	60
54	36	48
229	172	174
146	113	149
7	12	17
4	2	4
1	3	1
1	1	2
3	4	3
47	38	38
17	9	7
23	27	14
13	10	10
8	6	12
4	9	6
5	7	6
281	215	242
12	6	4
36	21	38
12	6	4
36	21	38
82	66	57
35	30	33
109	91	104
81	66	57
35	30	33
37	32	35
2	0	1
2	5	2
4	5	4
0	0	1
7	4	8
26	35	37
85	85	106
0	0	0
25	14	20
126	75	104
346	232	274
5	4	4
111	90	94
482	347	463
9	7	5
3	5	2
63	33	59
2	4	1
115	80	88
51	34	49
8	3	4
19	11	22
75	53	54
2	1	1
406	290	313
31	23	21
0	1	0
3	4	2
3	3	0
17	15	16
2	3	2
2	0	0
65	48	76
393	350	378
16	23	27
44	47	48
35	31	36
77	63	86
10	19	9
0	2	1
73	61	77
206	167	183
311	248	240
74	78	81
0	1	0
464	387	476
237	212	215
354	326	347
64	65	65
67	40	50
23	15	39
3	3	4
116	90	109
207	203	212
430	491	463
202	129	117
334	284	309
0	0	0
50	35	37
0	0	0
9	6	12
34	27	22
1752	1630	1692
54	24	43
203	184	225
41	25	33
2	1	2
418	291	354
173	154	180
304	222	260
80	62	84
109	76	103
0	1	1
0	0	1
10	8	9
10	13	16
3	1	1
0	0	0
0	0	0
86	83	83
177	142	135
13	9	10
23	17	34
5	5	3
456	476	512
98	67	78
19	26	33
264	211	255
31	23	28
124	92	101
405	319	396
318	215	291
263	249	245
106	74	85
47	39	44
6	4	5
4	8	9
4	4	10
12	19	19
59	46	54
45	36	34
2	2	4
0	1	2
0	0	0
4	1	1
0	3	1
2	0	0
0	0	0
1	0	0
2	3	1
0	1	0
0	0	0
3	0	0
4	5	8
2	1	5
31	21	33
9	9	10
48	27	38
37	27	17
97	89	91
102	89	79
8	7	7
51	40	55
102	86	107
2	0	3
99	63	95
158	90	135
21	19	16
274	238	212
18	17	17
130	100	112
2	5	4
1	0	0
7	2	4
5	3	1
8	10	5
335	310	321
6	1	2
43	33	30
9	2	13
0	0	0
48	48	41
336	375	328
83	101	78
152	159	119
21	27	29
176	105	139
119	72	93
1	2	1
9	2	6
1	3	1
262	193	239
921	811	893
320	269	302
14	6	4
22	15	21
51	50	55
6255	5040	5446
471	430	419
4	5	6
0	0	0
3	0	1
9	7	12
49	32	24
47	23	38
8	2	4
140	122	104
12	20	12
63	54	45
158	125	130
98	79	77
79	82	111
259	192	219
311	227	255
84	74	76
419	351	357
85	66	94
112	75	103
39	36	41
219	192	197
45	34	56
14	15	11
4	0	1
61	50	71
63	41	44
7	4	8
29	22	24
17	13	24
1	1	4
64	74	84
368	319	366
377	280	318
4	4	3
3	3	2
1	1	0
1	0	0
0	0	0
3	2	1
39	25	21
160	126	149
79	65	66
237	171	193
256	206	226
89	62	59
58	38	57
194	156	168
154	158	114
98	82	72
1	2	6
304	293	282
405	411	395
5	0	0
1	2	3
3	2	4
139	116	123
65	50	61
240	206	231
105	89	100
184	109	160
995	842	881
1037	839	954
1505	1271	1425
4021	3620	3993
1600	1547	1707
39	39	36
89	85	76
57	61	54
198	137	176
68	63	77
5	8	6
7	5	5
4	1	7
37	34	34
43	33	41
50	41	61
75	62	79
278	237	279
261	247	293
348	343	342
2	3	2
1775	1677	1825
251	240	246
311	275	303
1	1	1
14	14	14
6	1	0
157	123	133
104	98	109
8	18	14
27	24	24
5	5	1
0	1	0
207	173	185
5	0	8
9	5	6
0	1	0
2	4	0
1	0	0
7	4	9
7	1	3
0	3	1
0	0	0
1	0	2
9	1	2
3	1	1
3	5	10
479	434	499
705	565	712
431	362	419
1	0	0
12	10	12
179	211	216
53	55	78
308	313	317
35	20	27
99	110	97
1	2	4
99	94	107
58	37	70
7	7	4
12	10	8
17	16	14
8	3	12
28	35	30
491	441	435
71	57	77
13	20	7
56	48	47
9	7	8
1	3	2
20	16	17
43	30	35
17	12	10
0	1	0
27	23	20
2	0	1
1	2	1
8	9	9
14	10	8
10	10	19
16	13	21
54	50	39
13	9	13
36	31	38
2	2	3
94	83	136
1	1	0
30	25	49
116	84	114
9	9	12
40	22	32
29	15	32
24	15	28
130	118	149
78	58	45
2	2	3
31	15	21
16	13	19
8	4	7
12	12	8
42	51	52
4	2	4
0	0	2
0	5	1
1	1	0
2	0	1
4	1	0
4	1	3
4	4	0
0	0	0
2	0	1
2	0	0
1	1	2
1	0	1
1	1	1
22	12	12
1	1	0
66	43	39
44	41	30
34	21	26
2	0	0
7	4	6
6	6	8
1	1	3
7	9	12
48	32	33
25	17	28
0	0	1
1	0	0
1	0	0
1	6	1
6	9	8
329	304	307
67	52	62
101	95	94
1	3	4
7	3	9
64	77	50
32	35	25
25	14	27
39	23	22
16	17	8
37	23	39
8	13	11
16	18	17
43	33	55
12	16	6
6	2	5
2	2	6
1	2	3
6	3	2
12	16	15
85	49	60
346	272	285
13	6	4
3	1	4
1	1	0
54	37	52
20	24	30
20	14	18
35	31	42
14	11	11
36	27	25
75	60	76
7	3	4
259	231	240
5	9	9
61	41	61
53	42	44
8	3	7
0	0	0
63	47	66
3	2	2
6	3	8
34	25	28
3	3	9
0	1	2
1	0	0
15	15	17
32	27	22
74	61	68
48	32	35
14	8	5
373	268	319
88	126	102
163	141	137
12	2	10
6	3	5
0	1	0
5	4	6
1	0	2
1	1	3
18	14	20
14	9	8
20	16	9
67	39	41
77	41	70
44	33	43
11	11	15
37	39	40
46	37	39
28	27	36
56	55	64
5	3	3
7	7	8
14	10	16
3	2	2
0	1	0
168	159	182
1	1	0
126	110	90
1	2	3
67	51	116
669	650	465
179	174	171
1564	1418	1549
0	0	0
