S1	S2	S3
1018	1040	916
141	170	137
582	546	529
81	81	66
476	477	346
25	22	22
62	65	50
536	527	511
5	2	0
17	21	18
52	39	42
3	7	9
228	242	191
8	3	5
3	9	10
95	80	75
11	6	6
17	22	16
4	4	1
15	14	12
181	191	180
187	247	155
138	109	87
145	152	109
318	382	291
129	171	138
50	43	44
1	0	0
7	6	6
203	222	195
37	38	26
316	341	297
24	40	15
66	86	62
67	91	86
30	41	33
518	617	475
7	7	14
103	128	98
44	52	47
171	197	213
75	90	85
399	398	368
372	425	398
4	2	5
6	2	2
0	1	0
97	108	76
7	4	9
27	24	15
181	184	128
276	287	198
126	116	105
45	41	48
411	419	366
26	26	20
142	136	120
20	25	14
107	131	108
112	93	134
59	49	45
28	37	50
678	632	575
181	161	178
130	126	73
253	254	228
306	290	246
191	194	163
988	1020	895
107	122	116
241	194	209
131	118	118
127	112	91
9	7	10
14	21	29
176	206	179
186	152	168
6	10	6
107	117	96
15	15	13
205	211	169
86	83	76
51	45	26
47	35	46
47	63	50
38	33	27
182	164	149
38	33	27
51	66	60
16	15	15
8	3	6
89	106	96
18	17	13
52	34	37
81	77	80
8	9	5
8	14	8
4	6	6
12	11	15
108	139	103
145	155	130
152	175	144
1525	1448	1379
2208	1913	1902
373	288	347
452	469	380
81	77	82
109	143	137
71	45	50
75	70	69
29	43	26
123	120	104
166	193	141
14	16	12
5	12	9
52	60	53
888	949	792
6	3	4
12	10	13
48	69	69
32	35	39
483	451	452
6	3	2
25	29	17
16	8	6
12	9	20
106	98	68
392	455	357
8	12	9
182	182	138
25	31	17
76	93	82
63	46	62
192	214	170
17	12	15
13	8	5
186	198	184
123	114	122
5	8	3
113	107	77
4	5	7
63	50	45
16	14	19
29	24	21
17	10	18
273	264	266
13	27	16
202	230	177
31	26	30
8	5	5
146	162	149
43	52	52
130	131	117
2	1	2
1	1	0
322	343	299
356	349	307
88	72	100
27	22	27
114	113	90
98	103	89
157	160	152
342	353	339
265	265	247
167	174	141
1202	1094	959
40	40	36
949	899	765
738	732	674
220	228	176
450	418	395
103	132	122
34	33	34
48	49	41
9	12	11
120	130	109
25	34	34
31	30	24
27	29	28
1	5	5
4	2	0
0	0	0
116	95	98
1687	1777	1608
192	200	160
2	2	1
16	14	15
17	11	12
211	191	165
57	66	59
20	24	26
14	17	9
7	5	6
180	180	142
2	5	3
173	173	171
739	682	666
8	12	7
253	269	246
1	4	2
4	0	6
2	2	2
9	12	11
152	164	135
46	43	39
52	79	54
10	16	10
52	39	37
5	1	3
3	3	3
113	106	99
200	255	190
127	153	121
34	42	35
29	41	29
13	9	9
14	19	24
102	102	98
116	116	108
275	236	250
49	36	34
41	29	14
7	7	5
13	14	9
3	2	2
3	1	4
133	140	117
64	90	67
146	135	120
39	37	30
18	10	14
28	19	31
24	15	17
149	151	126
132	126	90
119	137	98
79	108	83
178	169	149
94	107	84
92	77	58
118	117	104
19	30	19
1	5	3
26	25	34
93	102	85
148	109	128
423	465	412
128	110	110
155	183	142
69	77	72
548	580	514
1501	1529	1392
53	51	48
26	21	24
714	746	606
460	470	397
5	9	10
1	1	4
1	0	0
273	282	267
60	74	63
77	98	54
46	56	51
12	15	17
17	23	17
2	0	3
53	54	56
18	20	11
6	2	1
4	8	4
39	46	34
14	10	12
203	227	173
15	6	6
102	105	92
610	530	578
3	3	2
326	332	285
16	15	20
51	48	46
259	293	211
60	69	53
16	15	20
51	48	46
265	294	212
232	243	198
5	4	8
32	25	17
238	238	205
22	17	24
13	10	7
3607	4111	3515
3	1	7
0	0	1
20	23	25
206	194	166
367	394	324
20	12	17
362	380	297
21	15	23
3	3	6
6	2	3
4	5	0
40	46	40
150	139	124
32	48	32
10	9	12
13	18	13
12	8	11
24	20	10
60	77	64
112	103	96
22	15	11
1	2	1
12	7	9
2231	2261	1885
943	931	847
791	802	693
305	264	281
63	74	57
2	1	0
17	8	23
234	233	215
123	138	127
17	15	31
13	8	1
7	7	2
25	31	30
9	9	6
175	170	190
56	76	52
37	53	49
4	6	1
2	2	1
43	57	62
161	135	143
201	223	205
337	385	356
6	3	7
0	0	0
688	736	683
1	0	2
11	5	3
2	0	3
17	9	8
10	11	7
5	5	10
6	4	6
56	44	40
55	62	46
20	16	20
0	3	0
480	598	416
202	216	208
70	73	67
76	49	56
34	31	21
26	24	24
3	6	2
169	135	125
206	195	192
943	898	879
3	4	2
304	348	303
17	18	19
0	1	1
19	37	21
33	58	58
0	0	0
0	1	0
0	2	0
0	0	0
0	0	0
0	0	0
0	1	0
35	44	28
128	102	109
138	122	125
1	3	1
7	5	1
1	2	2
5	13	3
3	9	4
186	222	156
0	3	7
141	141	110
1	2	1
11	17	17
72	68	55
27	37	22
9	6	11
109	110	94
13	17	10
107	110	95
12	16	13
197	191	182
33	39	30
0	0	0
8	8	12
6	11	10
1151	1122	942
246	295	231
52	57	41
52	49	44
30	37	37
7	18	15
6	6	7
1	1	0
6	3	4
23	24	21
8	9	12
51	83	58
25	27	22
54	34	29
76	80	69
3	7	2
41	32	21
55	46	49
95	116	96
39	48	32
74	73	71
136	135	129
109	132	111
50	38	37
64	59	76
107	103	84
5	1	6
27	23	26
90	56	87
8	7	5
2	0	1
174	201	142
67	66	61
2	5	2
8	4	3
52	49	51
7	9	4
2	3	3
5	6	5
1	2	3
230	251	246
202	215	196
252	218	215
20	15	11
33	27	30
3	5	4
126	138	121
7	14	13
3	4	1
869	823	709
6	3	4
7	8	8
3	5	8
11	11	2
72	62	48
78	81	73
5	5	7
55	98	45
335	356	306
95	88	65
93	101	106
488	503	464
205	165	167
83	68	89
2	5	16
565	560	497
96	104	89
63	50	69
14	17	15
18	38	23
22	12	16
17	14	19
207	230	207
25	22	17
3	2	2
202	147	183
69	43	66
30	38	39
39	35	28
28	45	29
58	60	40
2	2	6
62	76	64
718	728	667
4	1	0
2	7	5
53	43	22
15	11	8
39	31	27
16	17	18
28	17	15
0	0	0
57	55	39
706	729	628
257	236	264
86	98	84
42	28	45
34	57	31
69	63	64
134	169	148
6	11	13
17	22	22
3	4	4
7	5	2
248	211	221
434	388	357
197	221	172
49	42	46
36	43	36
30	22	29
65	56	67
53	73	59
119	137	114
188	194	146
238	293	204
7	9	9
7	9	6
529	476	411
293	304	271
170	219	188
193	198	174
1	2	1
0	0	3
1	2	1
109	119	94
94	92	58
24	16	13
68	70	51
11	20	10
6	22	14
5	0	1
9	3	2
17	9	6
144	169	128
82	83	53
8	3	6
14	14	8
140	165	129
40	59	37
25	25	23
142	153	158
142	141	130
3	3	4
2	3	6
1	3	0
7	0	1
49	80	71
7	4	11
41	45	40
129	127	117
4	6	6
4	6	6
5	10	3
17	13	6
17	24	21
6	14	12
89	69	80
34	33	22
36	37	24
4	6	8
219	270	204
488	479	427
0	3	5
55	40	40
171	205	205
372	358	297
438	419	387
53	49	38
280	290	283
294	281	247
186	184	189
5	8	7
8	11	14
24	28	25
535	536	457
52	59	38
219	191	165
6	9	5
296	303	255
38	21	28
11	12	12
2	4	1
527	553	502
117	120	103
21	24	25
101	131	108
18	23	21
6	7	4
133	138	99
65	74	55
277	233	224
862	801	812
27	19	16
51	64	56
6	9	17
3	7	2
28	23	28
51	51	42
6	6	12
0	1	1
20	23	21
3	3	5
42	51	35
7	7	8
4	6	10
23	27	24
17	25	16
13	22	20
26	38	21
6	11	3
1	0	1
137	173	130
119	117	90
36	32	27
18	10	11
6	11	16
24	16	12
28	21	14
0	0	0
127	120	97
61	89	79
10	7	5
9	11	13
24	17	18
8	9	6
8	17	15
115	103	93
38	51	37
9	7	3
76	74	71
133	124	126
243	215	233
188	188	154
21	23	22
9	25	16
15	12	6
192	179	142
2590	2533	2326
1211	1219	1147
191	201	203
2	3	8
90	75	71
51	42	26
77	74	65
10	5	9
25	29	21
40	61	46
51	45	66
239	251	218
53	47	42
140	123	113
26	35	27
261	288	236
110	98	87
79	77	59
59	85	73
3	1	0
7	5	4
20	14	11
9	21	19
11	8	8
25	29	18
32	35	28
1	0	1
4	8	1
0	0	0
0	0	0
0	0	0
10	8	11
0	1	0
13	8	6
0	1	0
1	2	0
42	34	25
105	117	102
18	11	13
358	347	305
104	116	122
138	142	135
129	105	131
15	19	22
1	4	4
48	54	52
269	282	260
7	4	6
31	29	22
314	392	301
4	6	4
6	10	6
61	75	48
47	38	35
13	13	11
137	141	134
1	4	2
34	39	38
1	3	1
9	4	6
1	3	2
124	88	123
175	198	148
80	76	94
253	278	243
53	54	42
50	58	48
206	205	186
85	116	87
26	14	16
89	66	64
92	99	87
63	62	48
209	187	183
304	294	269
4	4	8
1	6	8
5	5	6
6	4	4
42	44	43
15	12	9
41	35	25
602	578	543
26	21	28
30	43	32
6	9	5
9	6	16
7	7	3
34	33	31
0	0	0
0	4	2
2	1	2
32	34	25
4	4	4
148	144	120
33	42	41
42	39	24
69	63	45
16	21	12
11	12	9
4	4	5
36	37	31
8	10	12
11	24	20
45	54	36
241	221	214
41	25	30
265	298	216
11	15	8
3	5	3
3	8	5
34	46	29
199	252	209
7	12	15
157	154	144
218	215	191
431	377	403
249	210	220
615	598	506
566	504	519
18	17	11
10	13	10
74	58	56
4	0	4
26	19	22
492	464	412
121	137	94
34	36	32
83	91	86
14	15	7
21	22	25
20	22	19
556	497	469
176	156	173
246	238	204
2	5	3
339	330	331
55	72	66
71	88	65
296	340	291
241	213	262
1822	1835	1532
11	8	6
6	10	1
7	9	6
4	4	2
4	7	1
396	409	359
4	6	5
11	4	10
5	4	2
9	6	8
2008	2112	1806
35	29	27
34	34	25
48	35	46
7	12	10
4	6	2
20	23	12
118	140	130
1	2	0
21	27	9
25	24	25
5	11	7
0	0	0
57	51	56
3	4	4
6	4	1
195	220	213
82	51	68
274	327	286
30	30	33
2	1	1
10	6	9
47	50	38
23	28	18
41	23	30
21	21	24
230	215	216
128	102	102
526	478	509
484	441	408
53	45	46
15	22	20
4	2	3
6	4	3
6	7	3
1	0	1
24	27	17
114	115	116
11	12	9
19	20	17
4	4	5
26	41	42
515	582	446
15	13	16
3	2	0
3	4	6
2	3	1
5	2	1
6	8	14
35	25	23
4	4	11
10	17	11
2	2	2
12	15	13
16	18	13
22	18	19
20	17	12
159	168	165
0	0	0
312	316	298
200	190	175
62	67	63
41	38	39
45	36	31
127	132	133
116	115	111
81	78	62
107	83	100
9	23	14
6	7	1
40	33	25
33	33	36
24	30	24
8	8	8
30	32	17
50	35	30
76	72	69
154	127	119
11	39	30
6	6	4
23	15	9
291	307	244
18	26	10
1	3	1
78	99	89
32	40	27
18	20	17
32	43	33
15	11	8
19	23	18
55	51	37
67	74	63
4	2	2
26	42	30
37	37	33
127	115	115
79	65	67
7	9	6
9	10	10
15	27	10
40	26	21
333	271	263
345	387	286
44	35	47
489	441	405
196	214	165
17	13	6
145	133	146
91	86	84
111	96	85
45	34	26
31	30	18
45	49	30
27	36	28
22	31	20
73	60	46
247	228	203
2	1	2
79	69	67
256	248	229
1	1	0
0	1	1
2	1	2
10	2	4
100	89	99
144	140	119
7	9	11
67	76	57
106	95	85
3	3	5
29	25	28
66	60	37
173	207	176
68	66	77
23	19	10
78	91	72
17	23	19
8	11	6
1	4	2
9	8	8
2	3	7
4	3	1
1	7	7
1	0	1
1	1	3
3	3	2
1	2	2
0	1	1
0	3	3
3	2	0
1	1	2
5	4	4
1	7	2
109	109	96
352	387	293
34	31	33
58	57	49
2	0	2
28	29	21
163	206	156
166	176	149
220	191	190
246	241	191
3	1	1
31	33	34
200	176	156
76	78	69
78	90	77
168	147	127
40	32	24
13	11	13
6	3	2
38	35	28
2	1	0
16	21	13
97	77	64
163	184	172
10	6	13
14	15	18
235	291	238
65	55	73
1	2	0
35	34	16
323	305	268
12	17	11
70	62	56
11	13	10
0	1	0
0	1	2
0	0	2
1	2	1
9	4	4
38	37	31
13	17	15
138	140	149
56	80	50
87	89	70
29	33	23
11	17	14
5	5	6
32	33	24
1	5	2
14	10	12
1	0	0
0	1	0
60	42	37
9	5	10
11	15	15
14	17	18
42	36	37
13	7	9
38	48	41
19	24	16
225	227	237
52	78	43
6	10	7
78	77	65
67	76	51
17	6	14
2	12	8
159	149	151
121	105	105
7	4	1
32	25	30
54	56	48
70	73	73
113	124	123
40	42	62
120	138	113
0	0	0
691	661	624
290	252	255
337	316	293
77	71	65
59	62	55
197	220	178
451	418	433
173	187	144
275	271	237
28	28	21
5	2	0
122	119	111
2	2	6
19	21	25
100	87	79
159	141	129
205	207	166
69	86	65
49	42	49
128	180	137
114	115	86
53	39	41
5	5	6
34	29	25
95	94	101
30	28	33
237	251	182
13	21	8
6	4	4
8	8	13
3	3	3
4	10	6
8	10	9
6	6	5
0	0	0
0	3	0
64	86	67
11	18	11
3	6	5
4	6	3
6	8	7
13	18	14
23	23	10
2	3	3
79	83	84
34	42	32
14	10	12
16	15	13
6	6	7
2	2	1
2	1	3
2	1	1
2	1	1
1	0	0
325	270	262
94	104	85
4	4	3
19	12	4
0	0	0
7	3	3
91	114	91
147	162	128
100	90	81
160	148	155
63	71	59
36	33	30
551	507	474
97	113	102
153	181	143
280	300	274
41	59	44
1	3	1
7	9	12
32	30	32
64	76	56
52	50	29
149	132	126
140	137	113
16	15	5
628	687	608
19	24	26
212	209	204
166	144	143
2	0	0
4	6	1
5	6	3
14	7	16
9	12	9
5	6	11
52	73	52
2465	2586	2332
12	9	12
16	26	14
10	5	5
31	22	34
17	12	10
5	4	2
1	3	1
263	286	206
47	40	54
259	255	238
90	87	90
2	4	1
26	38	29
12	20	20
0	4	6
56	57	40
339	332	330
280	305	288
89	77	74
39	50	30
1119	1177	1073
100	130	83
73	44	47
105	133	105
0	1	0
2	0	0
9	10	7
5	10	6
5	0	2
4	5	8
277	285	226
390	364	348
13	14	15
42	47	41
55	52	47
399	461	358
0	1	1
23	27	18
509	465	454
661	622	615
877	774	791
249	222	204
234	232	209
83	60	61
54	43	47
17	7	11
14	13	3
3	0	3
30	30	35
26	24	14
3	6	6
114	97	80
214	255	178
30	47	43
142	126	121
40	35	22
10	11	7
0	2	0
1	0	0
167	185	132
2	3	1
19	10	8
23	27	19
37	30	34
232	219	195
24	14	16
12	12	10
7	7	9
372	383	324
0	0	0
5	1	3
0	2	1
51	43	44
712	760	669
0	1	0
14	8	7
5	7	3
20	16	15
0	2	4
0	2	5
73	69	49
4	2	1
21	19	18
34	41	32
59	44	45
11	12	9
23	31	18
10	13	12
20	15	12
5	2	3
9	11	11
10	7	8
10	7	4
30	26	26
29	39	35
2	1	2
0	0	1
0	0	1
51	47	37
1	7	8
5	3	8
178	167	187
33	55	34
16	15	16
117	117	84
341	304	298
135	147	104
4	12	8
1	1	0
9	3	3
759	734	622
672	677	630
187	200	208
0	0	0
2	2	2
1	3	2
108	91	82
59	45	60
109	123	97
71	76	54
913	939	881
3	0	0
44	46	39
323	333	357
16	12	14
10	4	3
326	320	271
31	47	37
54	43	50
2071	2042	1746
3	1	4
19	22	25
2	3	1
205	184	179
1	2	7
22	9	20
9	9	12
131	154	129
12	15	12
243	259	221
126	108	101
821	911	778
4675	4903	3983
5	7	5
9	12	7
22	29	20
573	535	498
134	137	126
130	130	117
180	170	167
185	212	187
392	368	350
39	77	36
46	44	42
17	16	9
575	523	465
42	32	32
259	242	234
283	264	218
3	0	6
3	3	2
8	21	17
4	1	2
65	56	71
1097	1200	994
11	6	10
28	21	26
56	50	70
20	27	38
168	170	161
275	306	257
123	131	113
62	64	44
2	3	3
449	392	376
1747	1673	1483
930	904	835
245	217	202
460	429	445
38	29	26
32	43	26
8	11	7
64	67	69
201	198	167
415	396	365
16	16	17
57	68	56
83	79	85
28	22	25
13	12	6
52	69	43
19	24	19
6	15	6
5	7	5
31	30	24
65	50	52
3	3	6
16	14	16
9	7	10
11	11	8
32	44	39
8	7	4
29	32	27
5	4	3
16	16	10
9	16	19
432	403	410
74	82	68
15	24	17
60	50	48
0	0	2
82	75	81
15	19	15
764	852	691
521	456	441
377	377	340
283	292	279
11	12	8
202	166	183
78	76	53
18	22	25
144	165	152
372	411	308
75	82	71
248	283	283
354	410	367
77	70	65
10	11	15
3	0	4
3	3	4
4	5	3
36	41	42
118	111	108
12	12	3
53	31	39
23	27	20
33	38	31
161	158	135
115	127	119
68	75	74
62	70	59
4	2	8
5	3	10
2	4	2
38	42	35
88	123	98
14	18	6
7	10	9
44	53	42
194	166	159
36	35	29
458	471	344
54	83	56
44	40	42
26	29	15
50	53	46
33	23	44
41	32	26
84	79	88
23	32	31
1043	930	953
15	12	7
14	17	16
50	53	45
68	71	44
3	10	4
5	16	7
3	7	10
4	8	5
13	9	12
2	4	4
5	7	7
1	0	2
7	9	10
9	5	5
49	57	54
47	47	38
88	94	59
348	404	308
256	247	210
25	28	28
1137	1188	1040
118	142	108
0	0	0
0	0	0
0	0	0
11	10	7
6	4	3
16	7	10
144	146	116
33	27	15
16	18	15
225	229	172
30	28	19
258	220	183
5	7	1
77	63	66
41	51	50
10	13	10
16	12	14
14	13	15
4	3	4
17	31	12
16	9	11
100	165	111
7	14	5
39	37	30
21	31	24
21	29	24
1	0	3
27	13	17
497	568	467
119	157	129
32	45	31
122	125	132
19	23	29
56	48	43
9	10	8
6	11	8
3	9	4
2	2	3
4	6	3
18	15	12
18	17	20
21	21	15
21	22	24
7	12	7
127	129	115
128	117	90
67	82	74
30	37	41
14	24	25
5	5	5
2	2	1
19	37	9
4	5	4
2	2	7
14	17	15
2	1	0
0	0	1
32	36	28
1	0	3
0	0	0
3	9	6
36	31	28
7	14	8
8	8	6
32	33	28
9	6	7
891	936	866
38	40	29
47	52	36
66	56	66
25	29	18
55	55	62
62	42	54
0	2	2
4	4	2
0	1	0
0	0	2
1	3	1
1	2	2
3	5	6
8	6	9
2	2	9
21	15	19
18	10	15
77	78	44
63	59	59
2	1	1
22	31	24
66	85	61
108	111	107
114	125	74
2	10	8
60	50	48
19	19	17
28	23	29
180	200	157
110	131	115
83	98	91
457	395	417
435	442	408
33	25	23
3	3	7
11	9	8
93	85	88
10	16	6
175	181	136
224	214	181
147	145	164
16	25	13
22	30	17
67	82	82
438	411	367
4	2	4
4	3	4
0	0	0
2	3	1
5	3	10
175	190	178
21	29	25
34	32	34
0	0	0
54	68	48
65	66	62
58	70	72
17	16	12
8	9	6
15	9	7
20	21	13
0	0	0
557	636	499
402	426	335
179	240	170
303	272	271
23	29	24
409	427	360
36	38	39
101	99	91
157	170	159
19	36	39
49	55	51
93	112	93
261	289	241
3	5	2
15	12	8
112	120	114
12	18	19
5	1	4
71	82	78
110	113	126
4	3	4
4	5	1
2	2	3
74	43	47
187	199	174
46	46	39
179	205	181
3	4	4
6	14	12
241	236	231
142	126	134
2	1	1
23	19	10
1673	1680	1631
39	42	29
31	47	30
3	2	3
68	69	54
373	406	377
45	40	28
323	366	290
128	130	129
283	274	261
279	285	266
25	26	19
75	92	78
28	24	16
26	29	24
40	66	43
289	286	236
117	113	124
104	114	81
112	133	119
217	227	200
99	89	99
32	39	40
181	176	145
373	331	313
518	576	448
44	60	50
38	35	29
333	319	283
169	171	152
196	216	192
947	1001	789
22	23	24
34	27	22
227	273	213
8	10	6
9	18	14
29	34	26
1415	1490	1210
10	11	13
18	16	25
57	58	42
3	4	1
194	215	181
79	87	79
48	53	36
52	50	45
56	53	43
8	5	6
63	63	51
19	24	13
440	479	401
14	8	6
15	19	11
9	7	5
8	3	4
1	3	1
0	0	0
7	8	4
5	9	3
6	6	1
3	2	2
183	181	179
10	11	8
27	22	31
56	72	49
10	14	6
11	15	10
20	24	24
4	5	3
18	27	14
1774	1542	1624
6	6	7
266	221	237
752	739	692
235	233	228
419	367	349
233	226	257
1746	1622	1610
324	350	274
884	825	725
126	118	127
1173	1083	1025
250	265	240
13	6	8
122	122	120
5	10	7
385	421	360
649	724	603
55	51	54
168	198	154
32	33	18
340	380	258
375	355	331
114	97	83
329	384	285
9	14	6
73	73	73
2	3	0
162	160	162
3	4	3
216	251	181
119	128	108
596	561	517
74	69	56
28	34	21
11	8	9
4	2	4
13	10	6
3	7	5
181	200	175
66	75	50
4	5	3
80	77	76
9	11	18
38	26	33
13	22	13
894	1031	813
84	108	106
34	47	27
106	125	118
22	32	20
454	512	438
19	30	16
3	2	5
77	90	52
277	266	298
118	142	109
57	71	67
310	369	301
128	128	110
117	89	110
135	126	92
269	271	230
96	87	101
21	15	15
48	52	43
0	0	0
27	16	11
48	48	39
7	10	12
396	404	347
125	101	84
414	423	361
45	43	31
29	35	38
231	278	224
51	68	70
75	78	69
66	71	42
113	134	94
106	111	118
7	4	10
62	78	70
57	66	63
136	111	120
111	135	118
288	252	256
1456	1410	1327
120	129	109
224	239	164
116	127	88
61	76	71
86	92	80
467	544	441
171	175	180
160	168	172
42	35	48
23	19	18
55	55	58
56	65	62
31	40	40
152	182	159
61	54	53
21	25	19
14	12	14
16	11	11
1	5	0
27	15	31
8	10	6
14	13	7
3	5	7
9	11	11
47	54	31
39	62	53
8	8	8
53	41	29
7	2	2
20	18	18
116	111	88
45	50	48
70	46	48
42	52	49
14	14	12
27	18	16
67	93	76
56	73	68
2	3	2
132	150	126
70	67	71
137	151	105
6	7	5
9	4	11
49	76	42
44	31	30
2	7	8
197	171	189
102	146	100
12	13	7
546	590	457
54	58	38
68	65	60
4	3	2
7	8	9
7	4	5
16	18	23
13	14	12
25	34	36
9	14	13
34	17	35
0	2	0
16	18	13
2	5	5
39	33	26
18	26	19
28	36	27
103	108	89
3	3	5
23	25	24
18	13	17
5	4	1
169	153	139
34	37	29
30	21	19
7	19	7
1	0	0
1	2	0
2	2	1
0	1	0
80	86	78
7	11	7
41	57	27
9	9	10
1	2	4
7	12	7
21	29	21
35	49	45
107	127	150
8	9	10
15	5	18
11	12	5
84	85	76
21	29	27
12	21	16
662	681	498
320	375	298
1	0	1
1	5	7
66	72	80
184	201	172
3	1	4
33	35	40
16	20	13
96	84	88
1	2	1
16	45	34
154	146	122
12	4	6
5	6	2
0	0	1
40	39	36
7	12	9
15	19	14
15	20	20
17	12	23
13	13	14
98	112	85
471	518	439
11	7	8
26	26	18
43	43	38
43	38	21
6	6	7
6	3	7
73	68	83
0	0	0
7	10	9
22	27	30
8	5	1
94	124	99
148	97	116
5	3	6
23	20	25
70	76	74
198	185	142
37	31	26
136	138	148
166	177	179
9	11	11
27	24	14
731	726	632
192	209	169
21	12	11
21	31	24
10	6	5
462	473	403
264	222	272
7	3	8
13	11	9
34	46	20
557	541	502
309	338	292
126	156	139
15	8	6
8	15	8
88	80	71
108	100	104
97	74	75
2	5	3
4	10	10
38	51	49
37	35	42
25	22	28
57	61	65
71	58	45
66	47	51
37	36	26
33	42	36
18	29	20
92	115	105
52	72	65
10	9	17
1400	1167	1244
163	143	133
360	385	310
77	67	73
15	10	12
26	22	21
10	6	3
23	13	14
153	177	136
47	38	27
90	99	83
316	312	301
2	4	2
93	93	68
356	416	340
54	57	40
430	418	402
142	125	108
9	7	11
22	14	18
3	4	5
7	12	6
14	8	6
1731	1596	1580
545	520	461
163	159	146
5	8	1
60	55	53
77	78	68
57	40	40
152	157	165
154	141	132
32	35	27
226	224	193
97	103	85
65	58	30
21	19	22
266	299	237
368	359	352
7	1	3
393	398	347
367	309	297
356	375	359
66	40	45
1	4	1
35	47	53
6	15	10
0	0	1
0	0	0
59	74	78
129	133	102
181	191	165
26	50	34
17	21	15
15	23	9
221	226	165
23	24	21
181	191	165
29	51	35
17	22	15
219	225	165
23	27	22
183	185	166
1190	1249	1081
144	128	131
16	10	11
5	2	6
398	363	366
770	821	597
227	202	207
315	292	294
69	53	53
12	4	11
279	283	211
177	176	155
370	354	302
4	8	3
3	3	7
2	1	1
6	8	2
1	0	0
0	0	1
6	9	2
1	1	1
6	9	2
1	3	2
0	1	0
5	5	6
5	8	2
2	0	0
0	0	0
6	8	2
1	0	0
3	7	3
10	7	8
5	5	6
5	8	2
1	1	0
0	1	1
6	9	2
6	9	2
10	7	9
5	8	2
7	5	2
5	2	4
15	14	12
2	1	2
6	8	2
1	6	3
5	4	5
11	5	4
6	9	2
5	1	3
2	1	2
4	8	1
2	2	1
6	9	2
0	0	1
0	0	1
2	0	0
6	9	2
8	6	7
9	5	5
5	5	2
6	9	2
2	3	2
11	4	5
10	9	13
5	9	3
9	11	9
7	8	4
6	9	2
18	18	9
36	38	30
4	5	6
0	1	1
4	0	4
0	1	1
157	150	121
18	24	20
8	17	11
4	5	3
48	37	40
5	2	1
4	2	2
5	1	5
5	4	1
17	13	7
7	10	5
0	1	0
0	2	0
12	8	9
7	4	3
2	1	5
6	3	4
8	12	5
5	11	6
8	7	2
1	7	4
1	7	3
2	1	2
2	2	3
7	6	3
2	2	2
3	3	2
1	1	2
7	7	8
2	1	0
14	22	12
4	8	6
2	6	1
0	6	2
10	11	13
9	4	5
25	25	26
2	2	4
3	2	3
8	15	16
0	1	0
8	7	6
12	10	7
22	13	13
2	3	2
3	1	3
10	7	11
1	1	0
2	2	1
9	6	11
10	8	11
10	8	11
1	3	2
11	8	12
5	4	4
11	13	7
6	11	5
9	6	11
1	0	3
0	0	2
1	3	3
3	2	2
10	7	11
0	1	0
10	7	11
2	1	1
10	8	11
10	8	11
8	6	7
0	1	2
10	8	11
8	6	7
0	1	2
10	8	11
0	2	2
10	8	11
10	8	11
10	8	11
0	3	0
1	1	0
10	8	11
10	8	11
10	8	11
10	8	11
77	77	72
74	66	64
9	6	11
9	6	11
2	4	3
2	2	3
7	6	8
3	2	2
10	8	11
15	11	17
52	51	53
63	59	69
30	33	37
5	5	4
8	12	9
5	15	2
23	16	8
4	1	4
0	0	2
62	51	56
187	197	179
26	37	23
17	13	16
139	115	113
142	116	141
147	189	118
0	3	1
4	3	1
46	47	47
9	8	8
62	87	54
43	56	40
7	6	3
118	90	79
197	147	165
14	7	5
199	206	175
193	209	153
160	167	109
2	6	6
10	13	13
27	31	21
13	14	18
6	2	5
4	3	6
4	6	6
293	304	255
120	147	123
44	60	58
21	6	18
230	285	239
286	293	268
99	81	89
437	457	388
529	511	426
558	500	458
554	557	507
706	721	580
1493	1559	1274
97	101	92
572	570	482
82	73	79
88	71	73
75	81	81
1104	1016	940
109	121	81
86	94	71
24	26	24
22	24	25
0	1	1
37	42	35
24	36	23
13	9	4
9	6	11
8	7	8
112	102	97
42	58	36
862	880	757
33	24	25
382	446	323
56	44	62
150	113	133
157	193	152
71	75	59
124	120	117
9	4	5
162	175	153
13	7	10
19	12	14
21	24	17
900	987	818
655	641	637
307	305	259
1404	1365	1416
44	49	40
158	181	154
11	6	4
169	139	118
8	9	5
88	114	92
101	98	87
33	33	42
59	73	55
50	52	49
97	93	85
4	5	2
343	365	321
272	359	346
9	10	12
368	322	307
563	525	443
1254	1235	1035
808	869	731
147	125	126
282	302	327
389	423	410
427	434	414
17	21	15
4	4	1
203	200	204
47	34	43
3	5	4
1	0	0
1	0	2
3	3	3
4681	4034	4269
13	17	17
146	141	115
54	48	47
243	216	198
379	311	349
1193	1153	1094
49	54	44
0	1	0
59	68	67
23	22	28
128	143	110
2	7	1
3	2	4
8	8	8
2	4	3
4	8	5
26	22	19
6	7	6
95	105	114
11	9	7
5	7	2
73	68	69
319	333	317
706	767	649
373	392	323
511	494	521
1300	1297	1230
1000	1062	883
13	7	9
584	540	493
127	145	134
20	18	27
60	69	55
33	41	18
106	113	91
43	26	26
155	145	130
286	330	279
103	102	92
620	629	567
8	2	5
211	205	199
132	135	101
18	20	11
38	63	32
178	202	162
187	183	154
1709	1679	1585
1399	1458	1218
126	165	130
222	209	214
5	4	10
151	183	134
7	8	9
23	15	16
104	109	105
2427	2378	2050
9	9	6
12	11	8
0	3	1
9	12	8
38	43	36
19	12	12
87	68	67
12	7	6
49	55	45
225	207	194
1153	1072	974
33	39	28
136	119	99
80	86	73
182	169	145
2	0	2
75	72	65
101	80	77
44	50	29
