S1	S2	S3
2	2	1
129	119	121
72	104	81
600	574	495
20	14	13
30	35	33
12	16	10
16	14	18
159	179	159
23	23	18
133	155	99
4516	4547	4014
167	178	160
40	53	50
59	69	48
127	101	120
1431	1515	1260
97	86	88
4	8	13
3	6	2
7	7	4
5	1	1
78	80	50
1	2	0
868	870	794
1	6	3
26	26	33
114	104	110
574	657	554
488	524	437
10	13	8
124	125	126
1	7	1
7	7	3
9	8	5
487	476	400
189	163	127
10	10	14
150	162	138
44	33	34
28	49	33
393	418	372
19	10	16
1	2	1
916	901	798
613	586	568
523	525	479
52	54	48
277	318	281
317	314	277
27	25	23
571	550	503
8	2	0
51	80	53
186	153	137
171	155	145
1703	1757	1600
0	0	0
1	1	0
0	0	0
2	5	5
391	354	296
180	167	174
1	1	0
48	57	48
15	17	12
258	224	210
258	227	211
74	79	76
98	94	77
83	84	60
99	91	68
364	382	350
99	91	87
89	115	93
23	23	30
168	183	155
336	258	247
10	17	12
298	297	265
760	793	707
648	789	663
54	54	36
3	4	0
0	3	1
1	1	1
891	948	814
84	73	78
1286	1425	980
51	48	40
51	79	56
899	1169	931
52	65	44
390	382	385
204	220	211
417	413	361
282	313	283
607	563	530
264	278	231
21	19	20
362	402	330
586	623	528
63	56	55
393	434	329
47	51	41
36	36	33
126	132	93
72	66	43
1241	1273	1151
2946	3122	2612
2	0	0
719	743	606
3141	3193	2743
1183	1125	1123
208	195	178
415	372	363
518	490	481
1033	990	1005
41	32	28
69	70	66
146	96	109
206	193	166
235	241	226
417	371	379
186	160	144
64	55	67
1037	1007	886
579	543	566
3	4	2
10	12	4
2	3	2
6	4	6
108	104	93
8	11	5
43	52	39
110	107	100
1658	1711	1563
233	207	218
2459	2516	2382
419	431	407
488	452	474
668	708	683
27	20	23
47	45	46
2285	2505	2031
2	2	1
0	0	1
4	3	2
5	11	6
7	8	2
73	81	67
307	268	255
41	29	25
114	95	89
78	64	46
120	126	103
127	120	106
34	33	32
29	28	31
0	1	0
39	40	37
160	161	134
55	63	51
99	93	99
47	47	47
4	14	12
215	231	203
482	470	480
112	116	96
4	5	1
23	13	17
25	20	18
33	45	24
22	30	28
138	137	143
112	98	101
29	26	20
21	15	16
57	31	30
62	82	57
2	1	1
3196	3314	2680
544	634	527
422	432	419
179	170	154
1015	1103	929
75	67	61
72	92	66
117	117	93
15	10	15
507	434	452
615	553	558
821	839	743
367	358	328
10	14	11
63	56	42
101	106	77
192	231	165
126	139	124
7	8	2
3	0	2
3	2	1
33	20	23
245	196	200
35	30	38
38	44	24
0	0	2
417	407	357
18	16	11
52	50	32
57	48	51
286	341	233
102	143	92
16	22	15
77	86	82
13	24	14
106	98	95
139	131	108
58	57	50
0	2	1
182	189	157
45	44	31
321	341	342
337	428	337
2	3	3
7	2	6
510	447	398
330	311	273
1570	1517	1264
21	19	15
187	180	144
128	111	97
77	82	74
1045	1122	981
1	3	1
59	60	50
139	150	151
2	5	11
4	2	1
8	20	18
66	45	54
90	106	84
100	111	100
21	7	9
37	30	40
138	153	124
50	51	53
155	161	131
133	135	131
126	122	125
7	5	6
42	45	38
33	37	34
57	59	52
60	50	35
167	169	150
26	31	20
97	111	89
134	163	169
79	105	78
2	9	3
9	12	3
6	5	4
37	33	38
182	203	170
631	684	611
45	43	24
76	88	62
40	63	31
5	9	5
32	35	35
226	296	225
10	26	10
276	260	233
188	180	168
158	176	153
3	2	1
3	2	2
18	17	10
3	2	5
205	213	193
132	126	138
99	74	81
72	66	69
11	5	4
126	156	104
92	77	45
8	15	4
5	2	0
6	7	6
9	10	8
1	0	2
1	1	4
155	124	104
351	329	282
427	514	456
54	73	60
541	577	570
58	61	70
1	1	0
0	1	0
5	1	2
2	1	0
0	1	3
1	1	1
3	5	4
27	13	15
3	5	2
105	124	89
78	56	45
165	122	139
24	23	15
66	60	61
1	3	1
6	5	5
10	9	11
592	539	552
660	689	604
156	184	155
85	126	109
10	10	6
37	34	21
2	1	3
3	4	2
37	39	33
351	327	306
66	80	63
106	134	96
81	103	74
15	5	9
41	76	55
551	503	522
1711	1739	1638
245	257	177
448	436	459
455	457	421
31	35	30
20	22	17
484	454	487
218	182	192
39	34	34
23	19	14
199	190	170
46	61	61
0	2	0
2	6	0
37	31	20
1	1	1
12	4	9
5	3	3
9	6	5
18	25	23
19	40	24
47	50	48
37	38	40
74	72	58
37	39	40
33	42	33
8	6	6
22	21	20
9	11	14
5	5	5
182	168	168
10	12	11
753	702	572
18	28	16
96	102	78
236	216	189
145	172	134
13	17	9
203	196	192
31	37	33
10	1	3
57	64	47
5	2	5
1	5	3
38	47	36
13	21	14
81	68	64
49	43	48
35	25	29
1721	1716	1506
21	18	13
100	82	97
94	87	84
82	91	83
119	148	137
0	1	0
16	24	7
31	32	24
8	13	12
63	58	58
3	4	0
85	100	69
123	115	95
11	9	9
6	10	6
10	7	11
1	2	2
25	23	16
80	96	79
11	8	6
98	84	75
29	49	41
28	32	31
33	45	39
98	98	115
269	267	261
225	167	161
26	15	21
88	105	56
183	192	154
6	6	7
4	7	6
7	5	1
171	175	147
28	28	26
34	31	25
33	48	36
11	17	9
4	1	1
64	45	58
5	3	2
2	5	4
2	0	1
9	3	7
523	528	508
832	810	809
522	542	539
41	39	31
0	1	3
3	2	2
4	6	3
10	12	6
3	8	2
21	6	15
2	4	2
7	4	3
31	17	11
313	359	286
243	245	232
95	84	83
1	4	2
128	127	123
0	2	2
37	50	50
14	5	10
10	5	10
3	1	8
125	97	106
334	304	294
31	41	26
97	117	87
663	644	627
101	109	103
26	38	25
326	348	305
318	310	247
0	1	1
42	62	39
8	11	8
7	1	2
11	13	8
75	93	72
77	85	59
18	11	20
129	86	79
69	56	58
141	160	141
16	13	15
22	7	14
812	860	848
126	156	107
79	67	68
25	29	25
191	223	206
185	200	184
77	64	42
0	2	0
16	19	22
11	8	9
7	7	5
0	0	2
32	29	35
23	20	13
48	40	41
33	29	35
18	18	11
48	40	40
67	75	63
0	7	3
3	3	7
84	89	64
92	85	64
869	793	717
116	111	117
165	151	152
541	546	462
93	73	80
36	37	49
25	34	26
27	34	34
1	3	3
37	44	30
38	41	35
9	7	13
1	0	0
2	5	2
6	4	4
111	103	83
85	74	73
91	104	70
527	543	494
478	589	459
486	583	485
303	322	298
16	19	15
118	157	117
88	79	97
218	210	200
59	64	51
5	0	1
7	3	8
0	0	0
3	0	1
36	28	19
32	29	26
223	227	214
5	1	1
30	27	20
185	196	151
39	42	39
62	53	52
162	170	161
53	65	42
30	43	37
37	36	16
16	11	8
290	308	304
74	77	78
28	37	28
86	81	97
75	59	48
268	257	236
74	52	54
9	4	6
20	14	14
84	86	71
23	19	21
51	50	40
8	2	6
4	5	3
401	396	331
4	0	2
0	0	0
1	2	3
8	8	8
9	6	6
14	20	7
13	10	13
12	8	16
1	3	1
18	15	11
116	126	119
142	129	142
26	24	32
156	147	117
63	53	49
296	304	285
65	65	54
2	0	1
17	5	14
59	49	41
129	137	102
21	23	19
17	20	16
16	20	23
762	668	638
270	287	200
28	30	27
59	58	74
114	132	103
241	232	226
161	173	150
421	436	408
639	654	515
34	31	38
192	179	174
220	221	217
8	9	3
91	105	99
4	11	8
3	0	1
7	9	3
22	21	21
42	49	37
155	169	148
2	3	0
3	9	11
21	23	18
2	11	7
9	16	13
14	10	16
23	18	24
49	50	43
94	116	103
8	11	7
12	20	10
83	83	56
35	29	26
31	28	16
123	110	78
121	133	105
3	5	8
22	15	15
0	0	1
60	69	53
64	83	100
43	60	38
9	11	4
128	135	116
99	95	115
7	13	6
35	41	32
7	5	4
215	239	235
57	67	51
46	41	31
230	249	230
33	29	11
167	189	165
4	5	9
51	71	56
62	51	35
1	0	0
3	1	2
4	3	6
82	83	94
14	10	10
377	351	339
5436	5651	5314
842	918	862
40	34	42
1	6	6
1	1	0
0	3	1
7	8	5
0	1	0
1	0	1
5	4	2
12	10	12
163	214	154
194	270	242
88	103	92
46	61	53
206	182	201
30	34	37
2	2	1
36	23	34
7	15	10
7	10	1
40	36	37
3	9	9
5	5	11
93	91	96
64	39	36
8	13	14
32	36	19
16	13	10
7	1	8
28	23	15
281	338	264
104	102	85
106	104	91
190	210	190
93	87	90
719	785	723
400	444	366
73	53	52
126	85	107
33	41	38
4	2	2
0	0	1
58	53	46
196	174	183
475	520	433
659	716	601
121	136	147
0	0	1
311	355	299
876	845	799
316	273	255
15	17	27
12	20	14
50	58	44
321	335	281
139	118	116
52	41	46
126	111	115
80	77	88
91	105	92
8	6	2
96	96	90
98	94	84
2217	2525	1923
136	154	135
50	56	46
1819	1667	1609
290	305	253
36	40	39
16	17	11
575	529	520
417	428	409
0	0	0
1	0	0
286	315	239
564	573	519
204	169	159
147	121	129
349	365	311
405	435	370
136	160	139
79	91	68
3	1	1
2	1	3
3	4	3
344	379	324
407	408	396
264	212	223
3	6	2
160	130	153
3	0	4
47	72	55
243	249	199
102	113	90
5177	5541	5202
134	114	106
2661	2671	2198
784	862	699
339	349	321
704	714	610
191	221	159
41	46	38
1003	935	807
238	224	178
523	495	456
45	41	41
65	62	54
189	186	151
591	586	528
688	715	608
4572	4402	4401
14	12	13
189	184	147
105	153	144
121	112	118
200	249	196
91	67	62
28	22	22
81	74	65
88	99	74
54	58	55
466	518	452
266	341	289
199	169	162
620	623	584
7	8	7
1403	1416	1210
6	6	2
666	662	549
1267	1323	987
796	779	659
1267	1322	986
3	5	4
3	4	9
16	18	21
233	220	179
77	70	69
16	31	19
132	117	111
77	89	81
804	883	737
23	25	15
71	79	86
34	45	34
1	1	0
118	121	108
2257	2169	2061
301	277	268
164	153	164
511	523	378
60	55	54
75	82	64
1454	1353	1343
684	690	649
216	206	215
447	451	411
32	30	33
436	402	407
60	62	64
0	1	2
2	3	3
14	26	24
1341	1506	1302
63	70	79
103	125	92
42	34	27
529	584	515
787	815	752
89	106	94
10	7	15
114	111	96
21	26	19
26	25	21
6	10	6
270	235	182
26	34	24
36	47	35
62	82	56
136	132	106
3	3	4
0	1	1
970	1017	952
94	97	79
633	669	589
871	858	783
191	152	170
517	476	482
132	171	129
100	96	92
19	20	24
3	2	6
75	95	82
516	528	464
1527	1295	1498
4096	3906	3987
19	17	22
1145	1159	1224
235	198	222
2122	2344	2120
131	106	113
164	143	138
136	147	125
111	134	141
33	32	42
45	49	43
160	143	140
133	126	130
193	217	177
1498	1425	1354
141	131	110
75	96	68
113	107	110
5	1	4
2	4	4
132	133	112
0	1	0
11	20	22
64	58	52
14	16	11
56	38	45
18	25	25
5	7	9
82	80	71
39	21	27
29	27	19
10	8	4
64	65	47
6	2	6
54	50	62
589	548	505
17	17	11
59	63	59
321	336	346
97	103	88
41	28	31
83	59	66
175	147	149
17	23	22
97	94	87
101	85	72
63	53	53
17	15	11
71	71	70
186	204	176
284	286	234
1350	1450	1080
9	2	4
9	7	4
4	8	5
0	0	0
17	23	17
5	2	3
5	3	5
2	0	0
1	0	0
70	74	83
186	238	194
126	150	140
5	10	4
5	6	5
1895	2066	1579
105	108	92
42	38	32
180	183	203
9	7	9
141	161	140
31	54	38
49	37	37
5	8	8
15	18	13
45	49	48
31	40	37
118	132	137
225	236	200
105	102	121
89	90	73
73	76	64
186	184	142
49	64	47
917	965	873
19	19	18
0	0	1
33	33	35
13	18	10
7	2	10
11	16	11
12	13	6
3	5	4
9	15	4
4	5	5
12	15	9
50	56	42
120	112	112
2	7	0
15	17	15
34	32	33
135	110	110
9	6	5
183	224	184
2	2	1
1660	1717	1474
0	0	0
196	192	190
37	32	27
211	242	171
21	18	17
18	21	30
161	157	143
161	157	143
196	225	167
24	39	29
34	50	31
14	18	16
3	3	3
20	12	11
72	73	70
3	6	5
5	3	9
4	3	4
5	13	7
51	57	34
19	21	19
247	283	252
34	39	42
10	14	14
1	4	3
14	19	12
456	502	372
182	180	152
2	0	0
7	10	6
141	131	129
306	284	247
9	10	8
10	11	10
78	106	70
13	13	13
19	18	14
316	348	275
0	2	2
180	201	168
282	309	307
25	27	14
38	36	28
53	48	45
11	5	8
1	0	0
32	18	20
109	117	108
141	169	142
52	43	37
30	54	41
3	3	2
3	2	0
75	65	65
37	29	32
300	281	239
13	9	8
0	0	0
43	53	56
343	335	259
20	12	16
34	38	33
1	0	1
1	1	0
10	5	5
1	2	0
13	15	28
11	20	16
14	10	16
133	181	108
50	34	49
106	96	88
35	23	27
377	382	366
5	3	6
21	12	14
9	9	8
20	27	19
73	56	62
11	4	4
5	10	8
5	8	10
5	4	3
1	2	2
1	1	0
0	1	4
4	5	2
1	1	1
9	14	12
480	484	462
62	78	69
9	12	10
6	5	4
7	18	17
70	91	75
6	5	8
49	57	42
2	9	5
30	25	22
53	66	70
490	526	453
194	191	150
21	21	13
0	0	0
1	2	0
9	4	7
5	2	6
90	92	102
88	90	94
24	37	36
99	98	123
38	34	39
48	44	45
143	163	116
75	83	57
19	19	29
117	130	86
76	71	51
171	152	140
119	116	91
2	2	2
15	17	10
1	0	1
1	0	1
12	14	17
4	6	5
9	9	11
4	4	0
0	0	0
201	189	167
176	197	184
71	62	65
340	390	289
1831	1831	1626
2	3	0
56	58	48
358	309	332
752	807	689
580	547	546
273	281	261
1351	1456	1236
100	101	101
1	0	0
704	753	608
249	210	188
57	44	43
216	267	218
426	389	358
443	443	423
211	228	176
20	12	19
7	2	2
1680	1615	1462
2511	2197	2141
38	59	46
4	1	3
2	1	4
12	10	4
10	20	14
50	54	53
8	5	2
35	42	36
44	46	56
43	38	24
1	1	0
9	14	17
33	44	25
8	20	13
12	9	9
75	80	63
51	54	54
32	41	42
32	32	29
13	9	10
41	52	31
15	19	14
385	396	293
119	114	118
271	250	218
49	40	45
31	45	41
117	162	132
173	175	158
680	683	636
362	305	322
49	51	53
72	82	64
44	54	33
20	12	27
5	13	8
0	2	1
81	112	87
28	29	21
9	8	4
3	5	3
25	34	39
68	92	75
82	83	77
2	0	1
2	1	2
1	6	3
37	31	22
270	255	224
24	37	21
2	4	5
13	11	6
9	11	9
3	3	2
37	37	37
0	0	1
2	5	4
50	53	42
13	13	17
0	1	1
57	60	54
186	216	182
126	133	99
7	6	7
6	8	11
85	61	79
98	87	84
198	209	189
144	126	127
130	146	124
120	118	115
39	42	37
127	129	99
64	66	52
42	31	24
424	495	381
298	314	254
453	432	395
31	27	17
15	13	9
41	25	30
6	4	4
35	45	17
21	33	8
198	190	169
416	458	338
364	379	360
2	1	3
3	3	4
3	4	5
1	0	3
2158	1911	1807
29	41	30
0	0	1
4	4	3
835	856	795
81	103	89
144	187	178
347	379	334
131	157	102
183	198	163
83	75	75
81	89	68
47	56	45
89	90	110
186	189	192
121	108	128
326	272	268
44	59	46
4	5	8
10	11	8
5	7	3
49	56	34
23	34	31
116	121	108
95	110	85
0	1	0
1	0	0
2	3	2
10	13	16
482	440	459
774	919	721
7	8	14
7	5	0
18	33	18
92	80	89
68	54	81
6129	5932	5047
136	158	118
206	178	170
103	105	71
155	134	136
628	723	481
11	12	7
1	4	0
341	329	299
476	466	427
82	76	50
3145	2835	2657
10	9	4
18	29	18
49	44	42
28	26	10
88	74	73
22	17	17
118	115	109
7	4	8
639	637	536
1229	1307	1106
119	101	110
17	19	7
401	433	395
168	168	128
28	33	21
2	1	2
3	2	0
3	1	1
76	98	76
212	219	170
36	51	38
83	68	69
1	1	0
2	5	1
10	14	12
142	169	148
48	42	23
49	42	53
15	22	21
22	22	18
5	4	6
183	189	146
115	108	106
13	21	19
22	14	15
426	406	372
176	189	148
266	336	268
1	1	0
0	1	1
5	2	2
9	15	8
21	17	11
30	33	21
0	0	0
66	66	60
20	24	16
3	0	0
395	439	355
142	127	124
14	20	12
82	97	93
108	103	104
115	112	116
239	203	191
38	29	27
182	199	143
11	7	5
26	18	11
5	6	8
346	334	330
517	556	483
7	11	4
763	763	619
11	6	11
3	10	7
14	8	13
2	0	1
70	74	70
28	23	17
8	14	11
227	209	192
36	38	37
44	32	37
6	4	1
57	54	60
54	61	63
108	110	102
2	5	2
25	24	20
11	10	12
74	88	60
436	485	458
212	208	184
14	3	9
1	1	3
332	366	278
1	2	0
0	1	0
66	89	64
90	102	63
7	11	10
174	172	144
116	125	128
49	59	65
9	18	17
479	511	430
7	7	5
52	61	58
15	10	11
43	46	24
115	151	161
30	33	34
113	100	95
327	359	299
48	43	56
87	58	58
150	127	112
16	5	4
25	28	26
12	10	7
427	469	396
192	189	167
39	37	29
11	8	3
70	88	84
54	45	37
49	45	31
3	6	3
4	3	8
12	16	10
58	78	70
38	45	44
27	27	29
4	4	5
55	75	53
51	71	48
367	357	299
152	137	125
24	34	37
2	6	3
8	2	3
11	10	9
11	10	13
166	167	168
36	28	35
22	24	23
0	2	0
10	8	9
7	7	4
437	452	417
108	93	78
42	74	44
5	1	1
1	12	2
8	5	11
18	24	24
9	21	16
120	138	137
238	231	209
30	30	29
105	93	84
96	95	99
30	35	35
45	51	46
23	10	20
247	290	209
13	14	5
34	26	21
351	368	298
703	705	651
634	518	554
45	63	49
0	2	1
12	19	13
34	34	22
31	22	17
196	178	180
11	13	17
8	4	9
11	4	7
0	4	0
10	15	8
49	42	47
43	40	32
50	33	43
186	204	206
290	270	324
59	62	49
8	4	6
0	0	0
93	88	82
157	145	134
249	268	182
15	9	6
43	47	59
109	94	100
12	20	14
3	5	5
738	680	673
112	117	107
2	7	6
4	4	5
2	10	1
1	0	2
103	101	96
32	38	34
163	180	143
109	106	93
5	1	3
15	29	19
166	161	148
1488	1640	1433
180	143	136
1411	1366	1308
1803	1832	1722
1762	1714	1659
1126	1054	1078
813	742	730
88	78	84
264	251	245
47	51	35
17	10	9
98	122	130
100	112	108
82	56	41
1128	1214	968
45	59	46
86	73	51
118	183	125
150	130	119
679	725	590
88	89	89
760	758	774
1251	1209	1234
12	11	13
142	157	126
26	32	29
40	45	29
36	63	50
70	67	51
9	17	7
59	63	52
146	148	125
38	37	29
44	35	45
43	48	38
101	94	71
176	145	127
13	9	10
0	2	0
8	8	3
12	9	16
8	9	5
0	1	1
0	0	1
641	606	646
2272	2063	2106
18	21	13
37	33	42
14	18	16
15	19	16
20	23	20
170	188	178
0	2	1
101	84	66
7	4	0
4	4	7
132	118	108
19	23	15
199	173	156
68	53	62
3	4	5
224	226	198
47	61	39
0	0	2
929	1029	976
487	456	422
171	197	167
22240	22107	21140
223	242	195
63	69	53
17	15	17
205	211	221
280	248	260
69	72	48
1700	1654	1686
3230	3100	3204
69	63	63
128	113	141
49	47	69
17	26	13
158	124	123
4	6	6
44	34	59
68	67	62
9	12	8
285	318	276
172	185	126
3	1	1
11	12	7
21	35	36
25	24	16
86	93	70
72	80	62
62	77	82
11	14	10
185	192	217
0	1	0
1	0	2
4	7	6
9	7	4
6	3	2
10	11	8
1	3	3
422	386	336
98	91	87
30	27	31
24	19	21
320	330	272
59	57	57
6	2	2
31	36	26
16	16	14
29	24	21
22	17	23
1	4	2
412	437	389
2436	2534	2190
46	46	44
56	61	43
22	13	14
41	32	33
129	142	118
47	53	53
458	487	350
17	30	16
9	11	8
50	49	63
46	52	38
69	68	52
44	46	36
25	17	18
65	43	49
36	42	39
30	30	35
11	10	9
3	2	5
44	67	50
65	62	62
126	122	104
96	89	104
20	22	17
398	464	402
16	9	8
209	175	188
1278	1366	1101
196	189	177
116	110	98
2	4	4
18	14	11
9	9	8
2	0	1
59	47	55
454	428	391
99	114	128
578	571	494
383	400	421
46	42	26
62	52	46
187	215	175
62	41	62
14	15	23
242	300	214
98	114	102
306	309	300
61	61	62
12	16	13
28	43	35
141	166	120
375	423	368
1	0	1
0	0	1
27	41	30
3	3	2
39	46	41
32	24	29
12	13	10
20	14	17
9	6	5
11	11	13
23	13	17
120	112	90
158	149	132
43	42	37
3	5	4
172	207	153
1130	1222	983
0	1	1
219	226	199
105	124	101
126	97	107
34	47	41
21	14	12
82	71	56
16	24	22
4	2	5
58	51	37
39	35	24
26	29	17
70	75	58
38	65	47
20	23	17
6	2	8
7	7	6
158	152	139
163	142	151
55	44	47
15	17	13
6	7	2
4	8	3
2	2	5
1	1	0
63	43	44
17	17	13
201	203	198
525	519	473
426	388	357
482	531	524
86	85	71
132	115	114
1554	1705	1525
16	11	12
35	32	32
38	33	34
150	175	170
17	25	15
22	19	25
28	27	27
163	162	137
104	119	108
3	3	3
28	26	21
108	107	111
89	96	91
5	5	4
1562	1530	1357
1061	1056	913
10	15	10
378	371	346
449	438	444
856	815	846
3	7	4
52	50	46
151	177	123
38	52	43
7	5	7
52	62	36
4	7	4
25	31	29
300	297	287
3	4	0
277	270	234
149	138	137
16	16	18
12	15	15
23	26	28
9	14	6
1	2	0
10	7	5
104	107	72
62	60	60
132	127	89
1	0	0
9	8	8
5	0	2
514	491	370
32	34	34
46	33	29
13	12	4
18	18	14
50	36	26
235	249	229
45	52	40
3	3	2
16	9	11
0	2	1
34	30	20
105	129	100
171	171	148
21	17	18
42	41	39
18	16	14
15	9	8
51	58	49
2	1	0
7	4	5
7	8	2
1887	1887	1611
62	58	46
232	266	230
446	408	379
107	104	112
80	89	73
10	17	8
24	20	21
11	12	12
10	12	8
575	542	443
485	474	446
11	13	13
30	27	15
21	21	13
76	69	43
100	90	88
50	49	39
56	73	56
79	78	79
12	6	8
249	232	242
208	180	158
47	55	45
85	94	89
114	108	116
29	30	19
6	11	7
116	95	82
7	7	4
2	1	2
2738	2972	2691
45	46	40
113	94	88
9	8	7
3584	3604	3192
359	350	340
850	762	697
772	818	703
209	211	153
97	119	96
7	6	6
0	0	1
183	172	192
125	158	116
111	89	81
292	355	290
17	24	12
334	387	278
85	98	69
51	61	56
42	32	38
101	70	80
837	856	809
57	77	70
36	33	45
7	13	7
291	272	231
464	516	403
50	48	43
30	26	18
493	499	486
109	157	130
0	3	1
67	63	75
254	250	195
7	7	10
53	77	47
73	86	78
658	702	663
746	830	720
132	107	136
12	14	10
38	55	38
230	227	220
123	100	102
2	1	1
153	141	103
575	561	528
38	45	38
147	171	123
241	242	212
16	20	15
82	94	99
18	23	13
23	21	20
2431	2401	2099
110	120	90
3	3	2
0	0	2
149	167	132
151	118	97
27	28	25
155	133	112
322	340	282
0	2	2
17	25	20
744	705	641
156	188	150
96	91	69
13	12	14
8	8	6
423	413	391
181	166	187
5	4	3
206	213	180
81	94	87
0	2	1
1	3	1
1	9	1
0	1	1
0	1	1
6	7	5
7	6	2
2	2	2
1050	996	972
18	18	15
18	15	11
118	115	105
31	35	28
205	208	193
8	14	14
20	37	20
67	61	63
70	50	52
28	34	36
80	73	60
7	16	15
4	11	5
80	93	73
6	6	7
44	33	25
238	272	225
849	913	714
257	283	235
49	45	42
109	86	101
28	28	20
64	75	83
23	27	24
56	58	49
376	364	308
8	14	18
9	7	7
28	23	25
324	320	318
124	105	108
48	46	44
22	25	24
52	39	28
28	18	18
338	303	264
773	777	709
51	44	41
71	66	69
114	114	120
12	20	10
34	30	18
54	69	33
71	58	51
24	46	27
4	7	1
2	2	1
5	7	4
14	16	15
208	203	151
1	5	4
44	35	29
134	149	116
20	8	18
66	77	67
30	23	26
12	5	7
6	10	3
35	37	43
7	8	2
940	929	781
162	206	132
15	17	21
163	153	141
7	3	1
1600	1658	1404
895	844	809
26	32	33
27	27	16
19	25	15
1	3	4
1	0	1
14	8	9
6	4	1
0	2	0
701	736	619
262	263	249
126	139	124
2	0	0
7	4	9
43	49	40
15	6	8
20	15	20
12	12	10
1281	1223	1206
5	6	9
695	696	649
692	686	652
34	46	52
302	290	309
785	795	733
900	826	812
690	588	653
614	599	542
1080	1057	964
113	117	123
90	90	83
502	552	465
204	172	184
13	8	16
7	14	7
16	11	4
582	492	491
16	24	15
25	30	30
29	25	22
94	102	95
764	776	706
60	44	42
81	65	79
51	59	43
21	17	20
19	26	20
69	94	65
5	4	3
1	4	2
70	76	73
39	54	37
2	0	0
15	12	16
219	230	189
100	93	102
0	0	1
0	0	0
1	0	0
8	9	11
3	6	4
175	158	169
21	4	8
4	5	2
4	3	4
152	171	122
447	369	343
0	2	0
2	3	5
1	4	7
286	235	260
4	5	2
451	459	440
836	798	836
1252	1227	981
24	18	24
24	18	24
0	0	0
1	3	3
0	2	0
2	0	3
3	6	6
2	5	2
14	17	11
128	133	97
47	38	54
102	101	116
137	155	142
144	127	100
5	11	8
8	5	6
296	259	227
127	121	108
27	34	36
7	9	4
220	210	235
233	260	267
44	57	40
31	36	32
963	891	920
370	349	375
56	53	43
235	243	225
24	26	22
4	6	0
17	20	13
36	44	30
10	6	4
14	20	15
18	22	17
7	4	9
129	133	105
15	19	14
17	30	22
140	121	102
0	0	0
5	8	4
13	11	9
7	10	9
4	3	1
169	173	127
38	42	29
67	63	48
21	13	11
58	55	59
467	463	435
161	109	122
0	0	2
86	103	74
4	8	3
182	181	153
143	136	128
111	111	107
111	103	77
49	67	54
7	3	2
23	34	31
55	39	57
9	0	7
25	22	16
99	124	94
68	40	70
22	9	12
83	86	75
69	59	52
23	26	29
57	59	55
85	82	106
2	0	0
21	32	15
313	348	316
143	136	119
8	5	9
3	3	1
40	57	43
183	197	158
41	45	52
31	20	28
22	20	26
3	7	6
27	31	22
260	295	251
32	17	15
91	87	67
389	396	368
119	124	95
5	4	3
9	12	7
19	24	19
51	44	52
7	9	11
295	311	259
108	90	91
7212	7679	6308
0	0	1
0	0	0
1	3	1
141	138	105
441	479	407
104	101	84
100	97	60
30	20	23
93	93	80
148	170	152
118	117	98
1	1	2
27	29	14
282	311	248
64	74	53
14	8	11
312	352	266
107	125	101
72	81	63
40	32	38
33	17	19
13	23	19
7	7	11
698	826	739
1397	1423	1197
0	3	1
334	250	289
426	342	340
815	825	697
11	15	10
5	7	6
1	0	0
1	3	1
5	8	11
4	1	4
1	1	3
1	1	3
3	2	1
176	153	111
135	201	143
94	79	87
184	163	165
71	79	68
83	86	85
35	37	29
185	183	149
88	81	89
51	48	42
61	64	50
185	173	150
339	328	294
31	32	31
24	32	20
8	0	1
27	20	21
17	21	16
164	187	143
88	87	55
5	6	2
65	79	67
174	175	149
29	31	25
11	16	8
47	50	50
227	212	216
49	64	33
4	4	6
82	88	70
269	239	217
147	126	115
173	185	155
46	47	43
464	505	456
206	176	185
166	175	134
10	11	18
82	88	77
236	247	178
13	13	12
31	35	16
74	86	54
0	1	2
1	1	0
2	3	2
599	621	537
34	45	24
17	12	21
84	90	84
65	56	35
0	1	1
0	0	0
0	0	1
62	52	64
1236	1209	958
489	468	451
364	359	354
6489	6326	5895
0	6	2
0	0	0
152	115	122
157	177	155
42	36	21
7	11	9
11	7	10
9	8	4
399	359	402
931	925	916
1868	1775	1671
95	114	103
7	8	5
5	1	5
17	8	8
488	472	376
2	2	1
5	8	3
29	35	27
21	28	29
14	21	18
5	3	2
29	25	18
37	45	42
48	40	30
241	277	217
1	1	1
4	3	4
2	2	3
13	10	13
284	269	246
123	125	122
459	484	470
141	145	128
0	0	0
107	91	85
56	54	59
1377	1405	1202
182	188	142
19	14	15
1	8	2
1	2	3
7	8	12
1334	1461	1319
5	4	2
480	433	439
365	332	347
104	96	82
952	999	837
41	44	43
350	338	334
3	0	1
1	0	2
201	186	166
422	434	350
154	114	121
4	2	3
14	10	9
193	188	172
55	34	49
474	492	439
148	190	151
27	21	24
89	110	115
33	30	24
31	29	27
373	352	348
7	6	6
22	32	36
7	17	17
27	19	24
100	92	94
34	25	27
202	208	163
117	97	96
48	45	36
90	95	74
143	160	140
351	339	323
66	67	68
279	307	260
1019	1006	949
72	50	60
6	4	4
66	70	57
191	205	177
25	21	25
301	313	263
53	62	63
42	50	30
125	136	111
51	42	41
13	13	14
36	31	24
60	68	53
525	570	527
540	561	585
142	157	122
1	0	1
5	3	9
3	2	1
68	55	47
41	55	33
10	8	8
8	2	0
14	18	10
19	12	11
4	3	0
106	120	114
5	3	0
965	1042	823
103	91	87
3	4	2
33	21	25
37	44	42
22	28	14
9	5	11
