S1	S2	S3
7	18	12
365	442	475
40	42	51
100	102	116
10	14	15
21	27	27
749	767	777
29	25	30
73	93	81
51	49	42
157	177	197
27	27	34
79	92	90
274	270	295
36	21	26
2	2	2
37	33	37
100	114	118
3393	3270	3864
2203	2279	2380
25	22	11
19	13	14
7	10	7
55	60	74
9	6	2
2	1	1
7	16	11
7	7	4
230	264	294
5	6	3
11	11	10
0	3	1
242	206	202
41	48	44
80	59	76
133	157	182
11	21	19
43	40	53
50	68	66
66	86	75
19	12	21
326	306	342
226	214	237
113	116	116
0	0	0
7	7	8
77	83	113
240	249	272
1	2	2
738	843	821
89	83	87
14	20	17
61	73	60
34	41	34
1	0	4
1	1	0
180	198	202
24	33	37
249	243	274
734	721	748
103	111	123
28	34	42
45	47	59
142	156	161
38	38	46
17	12	10
80	85	130
58	98	85
1306	1383	1506
73	70	65
33	27	41
20	18	21
36	57	46
129	128	167
124	131	144
0	1	3
1	0	1
3	2	3
3	1	4
0	0	0
0	0	0
0	0	0
4	8	4
25	22	27
5	2	2
2	6	7
3	1	4
5	5	11
4	5	7
162	147	159
15	9	24
38	45	34
4	3	6
2	8	8
14	17	14
21	22	30
40	56	63
157	156	164
231	199	233
33	36	35
76	104	85
6	3	11
35	40	35
6	13	15
18	13	16
21	30	22
2	8	9
0	3	0
34	34	27
36	34	39
4	3	1
0	3	2
6	4	8
3	3	4
10	12	16
7	5	6
11	11	12
17	12	29
26	13	23
51	67	47
49	51	56
21	17	22
0	1	4
9	6	5
0	2	0
4	2	6
1	2	10
4	6	4
107	114	114
9	4	9
502	528	504
899	830	913
1569	1562	1786
178	153	192
135	191	188
324	390	369
33	17	34
22	21	27
277	272	331
12	4	6
53	34	40
20	19	19
1	4	1
149	139	114
124	166	156
1	2	3
64	65	68
1575	1675	1787
0	0	2
2	1	2
0	0	0
33	46	35
54	51	37
27	22	23
247	232	209
187	211	176
68	85	95
185	187	202
389	372	411
260	253	281
0	2	1
0	0	3
12	12	7
1235	1108	1297
76	79	76
82	110	99
84	84	91
26	41	33
36	33	37
71	80	62
18	13	15
61	67	79
38	17	42
30	35	47
29	26	28
21	28	22
3	4	10
21	36	20
250	273	321
5	4	2
4	6	2
5	6	5
0	0	0
218	238	243
15	13	11
201	231	235
3	4	6
2	1	2
5	5	5
23	35	21
11	15	12
106	120	127
0	0	1
454	477	547
15807	15456	16980
54	50	62
5	5	5
9	13	15
6	7	6
21	21	25
38	46	42
9	10	3
0	0	0
5	2	4
1	2	2
1	2	1
3	7	2
112	124	115
44	37	44
32	33	38
243	197	229
216	188	208
169	157	180
707	591	674
178	137	204
145	120	137
89	93	104
58	65	77
118	129	108
3	4	3
1	0	1
4	3	7
18	21	22
119	113	131
141	160	164
181	164	224
130	121	93
258	273	309
908	876	963
13	3	13
133	101	138
376	316	436
130	151	155
9	11	7
11	12	12
18	20	17
214	228	241
1	0	0
0	0	0
98	86	98
73	77	56
14	14	14
17	17	24
356	387	361
477	481	532
574	594	577
173	191	172
280	274	306
23	15	22
71	59	74
94	92	69
424	414	410
26	23	19
47	48	61
1139	1063	1181
9	5	5
0	0	0
58	55	63
5	8	10
18	28	37
1	1	2
12	2	1
63	50	62
0	2	0
8	9	6
1	5	6
88	76	111
73	89	85
107	99	92
344	342	330
16	24	20
15	11	13
54	51	61
3	2	5
1	7	3
200	196	260
78	70	83
5	2	5
50	65	69
0	3	1
4	3	6
75	83	86
8	5	7
0	1	0
143	117	122
26	35	34
38	34	38
2	3	2
19	25	24
53	46	50
254	268	289
91	88	100
254	268	289
11	8	6
17	12	13
16	14	21
18	25	26
6	7	7
2	4	8
1	3	1
173	185	238
79	81	89
59	44	63
147	153	150
27	44	34
18	21	31
16	13	21
27	33	32
8	26	18
3	3	4
3	1	0
22	34	26
10	14	13
29	34	50
24	28	21
7	10	6
8	4	3
7	4	4
6	6	5
49	47	33
12	8	9
2	1	5
19	21	19
3	1	2
11	7	8
25	28	31
1	0	2
477	376	423
271	302	272
109	82	91
205	219	207
79	66	89
2	5	3
1	1	0
14	15	20
67	65	60
0	0	1
5	3	5
14	7	13
165	196	199
1	3	1
45	36	43
13	12	18
74	52	57
293	347	352
11	12	15
4	10	2
1	3	2
1	3	7
74	84	85
2	2	0
146	161	169
33	25	30
150	134	160
706	619	561
976	969	957
29	23	35
103	88	113
45	53	55
118	114	113
0	3	3
88	86	107
42	55	62
38	38	49
21	17	23
91	82	83
3	1	2
5	6	8
83	82	87
100	119	116
38	38	40
15	11	13
76	81	99
27	37	34
2	0	0
41	42	35
48	58	66
13	22	17
37	26	49
46	64	51
0	1	1
0	2	2
0	1	0
0	0	0
0	2	2
0	1	1
7	7	11
49	61	55
76	84	75
13	16	11
565	536	587
100	88	115
79	69	82
45	48	55
78	77	90
39	28	41
67	90	68
71	92	75
0	0	0
2	5	5
5	6	6
0	0	0
1	0	0
81	58	57
0	0	0
37	43	36
74	76	68
23	28	29
1	5	8
11	14	4
5	2	0
2	0	4
0	0	1
0	1	2
8	7	4
304	308	384
2	2	3
0	5	1
4	1	2
4	2	2
52	52	56
151	186	175
59	57	73
42	40	49
8	19	13
48	37	51
52	56	77
256	306	315
39	39	22
901	1047	1075
369	439	455
250	238	224
764	771	815
1	3	4
6	2	3
8	8	11
5	9	3
32	34	52
5	3	7
17	12	19
0	1	0
23	22	18
143	134	162
14	20	20
378	397	429
6	13	13
1	2	2
180	162	174
20	23	17
1	5	7
1	6	4
103	128	127
173	206	180
326	296	286
77	85	72
40	36	35
200	187	191
6	11	9
5	8	9
0	1	1
2	1	2
0	1	1
141	146	154
137	126	120
196	170	207
14	23	18
14	15	11
333	386	445
26	17	18
177	179	203
229	203	227
767	735	836
12	14	7
411	464	462
43	43	64
12	14	18
12	10	13
7	3	11
9	9	6
8	6	4
33	33	49
0	0	3
418	497	492
58	61	58
206	239	228
47	51	49
112	115	122
199	273	267
172	171	191
21	24	19
2	0	2
248	207	176
298	276	282
467	526	499
281	323	330
63	51	42
1	0	1
98	111	114
11	13	12
32	35	26
90	78	105
23	25	27
31	27	41
70	74	80
110	116	117
1	6	3
145	154	134
0	0	0
339	332	369
62	59	76
2	6	6
1	0	2
4	8	10
7	16	8
4	8	10
21	18	19
4	8	10
495	484	573
19	22	40
19	15	13
19	22	40
19	15	13
21	18	19
21	12	13
9	12	8
24	23	23
61	59	54
13	10	12
139	121	99
1516	1536	1704
39	38	46
162	183	196
57	68	72
71	62	66
56	52	71
45	35	29
11	7	14
84	76	82
622	570	653
9	17	10
44	66	64
23	14	11
1	4	3
83	97	85
1	1	3
6	2	6
3	6	2
20	24	20
2	2	0
1	1	1
2	0	2
10	11	11
49	43	50
49	43	50
0	1	1
151	145	128
29	33	19
44	46	43
107	91	92
457	401	525
191	230	221
499	501	532
92	98	85
123	119	104
427	442	458
92	69	85
56	54	55
0	2	2
70	68	64
19	21	18
54	42	47
35	49	52
4	4	8
3	8	2
124	117	127
2	0	2
4	7	5
0	0	0
100	107	118
1	0	0
101	105	117
40	42	56
102	104	103
429	444	493
4	9	4
172	219	226
5	5	4
377	606	626
1	6	8
18	12	17
67	59	69
16	13	17
412	390	477
1059	1070	1212
42	40	44
20	37	18
4	6	2
11	8	11
161	127	152
5	2	2
3	3	4
0	1	4
517	543	623
212	204	233
615	657	662
63	57	49
10	5	11
620	620	634
170	154	183
5	5	6
18	18	24
129	128	108
8	13	6
1	2	2
7	6	6
11	13	6
3	2	3
2	2	3
42	51	48
276	251	245
20	21	19
211	221	226
25	28	25
99	95	111
24	27	31
3	3	4
22	34	33
41	40	39
20	23	24
2	1	3
5	3	2
80	67	63
5	1	0
3	5	3
0	1	0
160	195	221
405	413	492
186	205	191
64	81	72
54	40	50
3	4	7
18	30	34
13	10	7
258	249	314
3	3	6
3	7	2
137	156	181
30	33	30
157	159	156
1322	1316	1176
6	5	7
3125	3014	3356
333	307	317
130	103	131
63	94	81
82	71	99
94	100	97
19	32	21
69	73	85
13	23	15
61	54	62
3	2	1
13	32	37
7	6	7
9	12	9
290	338	277
61	59	78
17	12	21
988	1022	1047
10	8	10
8	15	9
316	260	318
0	0	0
46	49	56
86	107	88
254	238	262
2	7	10
9	5	9
395	388	448
554	526	585
134	151	155
0	0	0
63	39	55
94	77	105
23	38	41
40	53	41
142	131	139
36	37	36
23	32	33
35	46	50
158	158	180
117	105	154
54	64	71
178	191	223
18	16	17
17	12	6
34	32	14
21	24	22
1	2	1
0	0	1
26	26	24
73	73	67
109	127	119
1	0	5
5	2	4
470	484	488
25	21	20
3	3	5
6	8	6
36	25	23
13	12	18
429	419	457
90	104	95
384	458	493
104	140	128
10	14	20
0	0	0
26	27	26
6	11	9
1	0	6
134	149	124
167	171	197
84	61	80
63	69	69
80	51	68
38	38	34
93	119	114
29	48	62
31	33	33
6	8	6
1	0	0
164	176	163
137	145	164
32	42	37
622	694	719
473	527	546
108	126	130
564	565	631
197	202	204
46	65	52
26	24	20
27	39	40
52	49	49
13	17	12
70	95	79
23	20	24
13	23	13
19	16	23
6	4	12
277	331	303
0	1	0
0	1	0
4	0	0
0	2	1
0	1	0
2	5	2
1	0	0
1	0	0
3	2	3
19	16	7
28	29	29
85	108	95
72	68	80
3	10	7
0	0	1
0	1	0
0	0	3
1	0	0
33	33	35
0	1	0
121	132	117
203	227	237
8	7	18
11	14	18
120	152	142
39	41	34
93	85	83
0	1	6
0	2	0
16	19	15
140	148	136
21	14	21
6	1	1
15	19	24
1	4	3
5	5	5
6	8	6
14	12	20
28	16	21
6	7	9
11	11	8
1054	889	984
295	307	293
9	9	15
5	8	6
5	11	9
58	47	50
28	54	44
1	0	1
2	0	1
3	9	1
4	8	6
17	17	25
2	0	1
3	4	1
1077	969	1011
352	307	333
312	294	327
1025	1055	1040
10	11	17
245	247	249
2317	2456	2331
132	173	144
46	70	61
101	120	111
39	46	57
81	70	79
111	101	111
13	6	15
25	23	27
116	130	173
65	76	82
4	7	5
0	2	0
9	6	11
14	15	9
32	41	45
19	12	15
42	44	47
53	54	27
30	40	45
45	57	76
14	20	26
62	64	58
77	75	104
16	24	25
35	41	60
18	24	17
72	69	61
70	70	78
8	3	9
19	20	18
10	12	12
28	35	27
105	122	109
64	67	82
33	34	44
24	27	31
0	0	1
135	96	157
264	278	259
8	9	15
18	20	28
13	10	9
12	6	12
54	57	53
7	11	10
575	602	699
520	539	595
17	11	7
1	0	3
3	4	3
1	4	0
6	13	13
2	1	2
1	1	2
3	9	12
6	3	11
10	16	12
112	95	97
75	88	74
122	170	151
2	3	2
41	43	28
17	28	18
116	114	111
35	40	42
3	6	7
23	20	22
258	291	267
143	194	181
158	146	164
18	23	19
22	22	27
23	23	24
3	6	6
24	21	25
742	722	818
23	11	20
42	37	62
15	8	16
32	36	48
0	1	0
6	11	6
5	7	2
3	5	7
3	3	1
14	11	13
8	8	6
42	49	44
64	57	68
6	6	7
1	1	4
0	1	2
2	6	4
4	10	6
11	15	18
2	3	3
4	5	11
0	2	3
99	99	131
1	0	2
1	0	3
172	191	194
109	142	129
187	204	204
104	138	121
4	1	3
7	5	2
59	50	69
31	26	31
12	12	12
20	12	10
22	20	28
2	0	2
6	9	14
61	67	55
141	153	149
198	151	196
231	203	212
17	20	17
26	36	25
0	1	0
136	158	176
49	63	67
46	49	66
44	46	41
2	0	2
3	5	11
9	9	15
14	5	8
77	90	109
173	149	180
11	8	16
28	29	31
24	35	37
31	32	31
193	161	186
44	24	24
8	11	9
8	12	12
4	2	0
3	2	3
33	38	39
16	16	18
48	67	63
68	43	56
2	4	4
10	15	13
1	2	4
3	2	1
0	0	2
1	1	1
81	88	94
3	5	9
2	3	0
2	3	1
1	0	1
26	30	32
55	56	55
17	9	13
16	12	8
84	92	84
304	275	273
73	92	83
125	121	113
248	272	254
15	17	14
54	55	57
218	245	301
4	5	2
396	390	403
169	166	171
8	7	6
16	10	11
2	3	1
2	0	0
4	2	2
0	0	1
3	7	6
8	16	18
12	8	7
17	27	19
40	41	43
5	0	1
2	0	0
2	2	1
4	0	8
1	4	1
10	11	15
973	972	995
65	90	101
5	4	4
141	187	192
236	231	242
10	6	2
29	28	27
53	55	51
409	546	572
0	0	0
44	51	47
14	15	20
12	1	8
1	6	7
4	2	4
32	33	40
1	0	0
112	107	123
134	105	101
301	250	226
416	401	434
2	4	3
10	8	20
9	7	2
0	0	0
2	0	1
3	4	6
1	3	1
1	0	0
2	0	1
0	0	0
0	0	1
0	0	0
1000	930	1008
4	2	11
0	0	0
4	2	11
3	7	5
2	0	1
72	73	69
34	41	57
54	76	88
55	48	37
26	31	32
164	184	156
865	799	860
18	17	16
9	22	23
32	35	34
18	9	15
17	13	21
49	41	40
1	2	2
3	3	0
2	4	3
1	2	2
3	3	0
17	17	6
2	4	3
2	2	2
1	2	0
0	0	0
8	7	6
3	1	2
7	4	9
28	31	25
24	16	23
25	35	25
7	13	14
11	12	7
11	11	10
19	23	39
16	28	31
27	39	28
55	53	48
34	29	51
1	1	3
4	5	5
5	8	3
2	8	5
0	0	1
61	78	68
29	30	25
4	1	2
6	5	14
7	7	5
0	0	0
20	23	22
1	0	1
1	1	5
10	5	9
0	0	0
34	33	36
63	64	45
3	5	2
68	76	93
2	1	5
28	31	35
8	17	17
45	51	54
16	21	20
1	2	1
1	1	3
14	17	24
3	2	3
5	7	10
99	119	114
2	2	1
7	5	7
17	31	25
16	29	21
6	7	7
15	31	29
7	2	4
5	5	7
3	1	2
1	2	2
1	4	2
2	0	0
414	344	407
245	229	284
2	6	10
80	82	105
793	768	747
322	321	314
840	852	913
245	251	281
53	55	67
2	5	1
8	9	14
0	1	4
325	251	300
0	0	0
146	211	166
2	3	2
94	92	84
73	64	74
165	187	205
271	258	281
255	256	276
259	199	188
404	397	378
1	1	0
119	114	135
226	255	267
81	57	68
24	20	21
72	89	107
4	3	1
13	18	19
11	11	5
281	274	318
1	2	3
4	1	1
11	14	10
4	0	3
66	51	59
281	273	318
3	4	5
3	10	8
1	0	4
6	1	5
61	67	49
35	43	36
15	13	6
536	444	511
6	5	3
84	79	77
3	4	4
48	46	47
65	75	79
1	0	0
2	1	2
0	0	0
27	40	43
10	13	8
10	8	7
50	45	59
9	12	8
1	4	2
49	49	53
179	181	217
0	4	3
5	4	1
25	21	34
202	216	232
6	4	5
1	0	2
0	0	1
0	0	0
0	0	0
0	1	2
1	0	1
31	29	30
332	288	301
336	334	379
8	1	1
19	16	13
256	263	263
1	0	0
1	0	0
1	0	0
19	38	23
10	13	10
9	6	11
6	14	10
24	15	33
21	42	31
46	47	47
21	18	21
28	54	43
33	37	42
9	6	2
180	200	199
144	136	162
42	51	44
251	213	242
137	160	158
73	75	85
1	1	1
12	8	9
714	738	777
91	51	40
13	15	18
193	177	225
56	69	67
146	131	153
13	13	15
0	0	1
2286	2433	2543
6	7	4
431	462	456
104	82	113
23	20	11
74	44	85
10	7	7
28	21	22
225	190	234
86	74	91
9	15	13
3	3	1
4	4	5
101	135	131
24	23	22
50	57	54
1	3	3
0	3	1
85	110	111
21	31	34
479	503	518
609	644	649
22	23	18
1	0	0
1	0	1
0	0	0
34	39	37
2	0	1
51	54	51
11	27	14
3	7	3
13	17	13
65	58	75
25	26	33
2	5	1
3	2	1
245	258	218
82	93	96
563	559	666
73	72	78
12	16	5
16	13	18
5	10	2
77	71	82
9	12	5
1	1	2
0	1	2
3	2	3
4	4	5
11	9	16
47	56	42
14	16	14
10	9	15
22	16	23
2	6	3
0	2	3
3	1	1
11	2	1
656	673	733
125	134	127
312	293	318
95	102	107
63	52	58
98	117	102
46	40	58
115	123	124
2	1	1
254	269	294
248	236	273
189	193	216
3	3	3
9	18	11
245	269	266
251	272	301
51	43	56
78	118	113
4	4	0
4	3	6
88	88	104
155	125	153
19	20	32
48	82	87
123	135	142
51	44	35
29	47	38
15	15	19
6	11	12
275	250	261
73	68	62
339	323	357
115	104	115
198	173	197
13	7	7
63	68	60
68	75	68
85	80	89
18	12	13
9	4	10
191	172	206
81	79	92
73	85	80
41	44	40
18	16	20
93	134	133
1052	1099	1118
185	223	187
15	13	9
6	1	6
12	7	10
2	6	8
9	9	4
5	9	8
4	5	10
23	17	18
4	6	2
281	331	317
76	66	75
78	99	107
35	36	56
15	13	26
95	92	106
0	0	1
5	6	5
38	35	22
1	0	0
158	153	178
123	84	111
0	0	0
0	0	0
3	3	7
7	15	9
64	85	95
22	19	26
143	116	137
4	7	1
0	0	0
2	0	3
544	563	613
203	246	245
13	1	6
44	34	38
2	1	1
16	20	25
8	5	9
206	212	226
54	77	45
5	10	12
81	71	96
23	25	35
22	28	24
15	12	13
60	57	70
125	137	139
5	12	11
309	373	399
88	80	102
87	100	106
12	17	12
10	11	9
59	58	53
8	0	4
34	35	33
2	6	2
1	2	0
1	0	0
327	312	323
176	169	166
21	16	14
2	0	0
61	44	53
0	0	2
2	2	2
680	727	778
86	88	85
98	74	78
16	28	21
0	0	0
164	150	174
94	66	79
53	59	58
1108	1006	1073
72	77	85
60	55	63
45	57	63
228	210	210
190	187	192
7	4	2
14	11	10
5	4	1
30	29	23
26	21	37
12	17	10
41	38	44
12	15	14
188	192	201
244	229	237
20	24	20
1058	1126	1106
2	2	2
88	74	81
136	166	160
100	100	110
11	20	22
107	121	111
8	9	8
168	144	152
251	202	269
195	203	204
113	98	110
115	115	138
7	2	0
45	51	49
44	49	54
335	376	371
12	4	4
33	33	47
21	30	15
208	224	246
38	48	44
1	2	0
0	0	1
15	15	12
9	8	15
521	545	544
4	0	3
3	4	1
5	2	3
9	3	1
1	1	1
0	0	0
1	1	1
7	11	10
2	7	8
3	0	1
855	918	950
1332	1198	1193
88	91	94
56	42	51
22	20	14
145	138	130
180	174	210
28	25	14
4	1	1
6	7	5
18	12	20
23	24	28
6	15	11
21	39	37
142	143	148
175	192	199
80	80	86
405	404	474
27	24	19
19	10	20
16	18	16
64	69	87
637	619	642
6	5	3
228	271	263
101	104	127
271	225	292
190	223	253
188	181	197
85	89	95
7	4	4
37	17	15
9	7	9
130	104	123
54	51	49
5	3	8
4	1	3
19	23	18
474	475	488
45	48	64
239	296	345
106	138	119
6	3	2
4	4	5
137	140	138
50	38	49
1	4	8
1	4	0
1	0	0
36	32	36
104	91	102
49	68	50
206	220	257
181	201	198
15	22	11
49	43	47
25	20	31
28	34	27
31	40	42
19	14	12
34	33	38
19	26	22
9	14	13
11	16	21
5	4	8
45	38	55
20	21	22
7	7	9
10	14	24
23	21	17
45	57	59
0	0	1
1	0	1
23	12	21
135	158	145
348	342	399
55	58	45
1	1	4
127	144	111
237	171	171
107	115	152
1362	1580	1581
1430	1259	1383
735	767	849
814	810	894
3	3	6
995	1018	1060
54	57	55
42	41	43
25	23	27
23	21	22
11	12	13
42	35	45
4	4	4
64	42	58
22	18	21
8	8	4
124	110	137
151	167	163
0	0	0
59	44	34
1	4	2
0	3	0
1	0	0
0	1	1
1	0	1
19	12	17
34	46	68
15	19	10
11	19	19
7	13	17
17	14	16
66	89	90
214	205	211
20	9	16
6	5	8
9	6	12
14	12	20
49	33	41
55	50	72
23	31	36
30	20	20
36	47	47
202	215	239
0	1	0
5	7	11
0	0	0
61	67	50
114	126	121
50	59	61
200	173	193
2	5	4
1	2	0
17	12	13
56	51	51
112	136	141
1	6	4
47	35	47
143	118	137
35	27	50
176	152	181
15	9	15
68	84	74
93	98	99
54	52	62
5	8	11
0	0	1
92	97	98
55	52	65
8	5	2
79	82	85
38	27	38
98	106	93
23	24	25
114	110	119
58	45	44
39	58	55
21	15	18
48	32	43
318	330	344
277	279	291
616	664	748
1	1	0
15	22	28
49	31	36
15	14	22
35	14	21
56	56	69
49	43	26
219	256	274
14	5	15
28	19	27
209	196	252
30	16	31
27	24	24
77	94	70
411	375	430
214	243	261
850	824	976
24	24	40
42	46	51
61	59	94
19	17	21
3	3	7
10	4	4
6	8	10
5	6	6
20	27	26
664	593	564
520	531	501
379	345	326
21	20	18
35	49	41
8	3	9
4546	4704	4831
327	363	388
28	34	33
23	43	43
31	28	27
23	32	29
65	64	64
17	22	18
265	297	301
3	13	10
21	14	26
16	23	31
228	207	210
6	13	11
534	596	595
19	18	15
1	5	10
1	3	3
2	4	6
32	47	38
19	23	14
63	83	67
34	44	48
19	18	17
35	46	58
17	15	14
210	226	247
44	64	49
138	163	159
10	8	9
389	306	365
62	78	72
5	3	6
4	4	5
16	15	18
0	0	0
0	2	1
0	0	2
0	2	2
85	94	130
2	2	1
0	0	0
47	52	55
19	23	14
13	14	19
27	22	25
7	9	12
2	5	2
2	2	3
14	21	27
13	9	15
70	59	69
77	72	54
3	6	2
378	381	355
50	52	46
609	681	653
179	189	209
5	5	4
16	12	6
839	921	895
75	86	75
16	23	15
56	66	64
7	8	7
5	3	2
1	2	1
8	6	4
0	1	2
7	4	4
15	16	11
17	30	25
46	63	64
6	7	9
156	146	136
27	37	29
45	51	51
59	70	70
45	26	20
95	65	76
80	90	80
39	44	53
69	72	83
12	1	2
0	0	1
112	117	135
42	37	34
7	7	8
282	262	289
24	31	29
37	32	37
14	16	14
207	229	233
81	78	91
59	54	61
48	27	28
720	800	861
42	47	34
5	5	5
35	33	42
1	4	1
1	2	0
6	5	2
390	391	419
1	0	0
2	3	3
0	2	0
2	2	2
0	1	3
1	2	1
174	163	179
26	28	25
7	4	6
89	74	82
1	1	1
53	39	46
387	440	509
582	621	627
78	68	96
4	4	7
326	298	271
4	7	5
32	31	19
19	18	13
25	35	30
33	44	32
0	0	0
2	3	5
32	24	32
21	32	34
31	25	39
57	52	55
22	19	24
125	143	165
112	120	107
2	3	0
151	175	202
193	180	202
185	223	241
173	162	179
227	244	234
0	1	0
0	2	0
3	2	1
1	1	2
7	9	9
27	40	44
24	18	23
196	203	169
201	191	205
26	26	36
67	74	79
101	92	131
1	0	4
0	4	2
22	28	28
6	14	13
0	0	0
4	8	3
13	13	10
2	1	1
2	7	5
47	43	37
22	29	31
42	40	38
264	241	266
589	672	696
228	227	269
70	94	87
41	51	59
64	80	76
23	12	27
22	24	23
0	0	0
31	34	21
84	68	84
385	452	484
141	158	193
113	117	132
42	39	53
35	41	32
90	77	92
53	69	79
51	52	60
51	52	60
15	15	16
22	24	30
0	1	1
128	116	136
592	613	681
2470	2374	2732
142	164	166
38	47	39
228	241	223
196	204	190
560	573	624
79	127	110
1426	1459	1496
163	147	149
207	215	207
333	331	370
590	566	593
56	60	55
33	38	31
213	222	273
7	6	8
7	7	9
4	3	6
368	324	386
0	0	1
0	2	2
0	4	2
2	9	3
5	13	8
165	179	187
299	293	324
128	123	111
289	277	285
8	6	2
86	89	82
51	53	47
20	33	16
6	4	5
9	6	4
238	242	221
61	89	85
227	264	289
247	235	290
12	5	9
0	1	0
3	1	0
1	1	1
4	13	3
80	60	61
639	726	703
0	0	0
0	0	0
0	3	1
0	1	1
0	1	0
0	0	0
1	0	0
0	0	0
7	6	8
5	6	0
1	1	1
0	1	0
1	3	1
11	11	7
7	6	10
3	9	12
3	5	7
9	8	5
6	0	3
14	13	7
3	3	2
530	490	498
452	511	488
764	720	798
2082	2102	2360
38	55	49
567	608	632
279	317	381
64	71	75
28	29	23
34	38	25
325	317	317
33	54	34
122	132	142
12	18	12
5	8	7
231	245	266
214	220	235
1934	1894	2034
2	1	1
2062	1939	2200
4375	3999	4744
376	363	371
1	3	6
202	204	216
58	48	53
295	358	353
567	574	577
503	533	559
50	40	44
4	5	7
0	0	0
173	156	151
60	59	56
205	192	203
376	349	415
221	250	274
866	889	946
104	115	112
6	4	3
7	6	6
7	15	10
12	14	8
70	53	65
538	554	642
8	17	14
145	142	172
357	330	367
8	8	5
25	26	23
46	53	43
56	47	54
12	19	9
59	54	68
28	23	38
10	8	7
326	311	355
44	42	38
6	3	5
3	3	0
56	59	57
31	26	35
12	6	11
50	57	61
20	14	17
30	24	21
36	41	36
63	71	85
32	46	29
54	69	72
55	68	71
64	75	60
1065	1109	1126
102	109	132
127	114	115
84	63	90
64	57	75
8	8	13
6	3	5
69	82	77
178	134	155
361	341	381
369	409	447
15	12	21
79	81	107
30	36	45
20	30	37
974	892	1056
161	181	196
811	735	739
88	73	86
307	336	354
322	296	271
2	3	10
51	37	54
619	601	653
1427	1424	1556
331	322	318
15	13	28
15	15	17
233	251	255
66	71	68
174	193	221
11	7	4
3	11	9
26	24	20
12	10	14
2716	2730	2905
2476	2423	2649
652	778	743
14	8	9
24	29	26
17	10	11
75	57	92
58	43	56
63	36	46
166	173	158
29	43	33
81	57	64
0	0	0
5	6	2
179	144	176
7	7	10
140	147	164
98	90	105
127	111	137
3	4	3
